,D,pos,vel,des_vel,normals,dists,controller: [obstacle aware]
4860,"[[32.82640123 21.72354807 -3.69534125]
 [21.72354807 44.04595791 -4.7708314 ]
 [-3.69534125 -4.7708314  16.81155482]]",[ 0.58322118 -0.21387425  0.30727489],[-0.07357694 -0.20051573  0.00502409],[-0.16107402 -0.18870868  0.03072772],"[[ 0.78976185]
 [-0.57570408]
 [ 0.21175704]]",[0.95633325],
4861,"[[33.21159335 21.87283298 -3.63350996]
 [21.87283298 43.79642844 -4.61753627]
 [-3.63350996 -4.61753627 16.76706406]]",[ 0.582625   -0.21549921  0.30731731],[-0.07237243 -0.19649454  0.00530389],[-0.16223443 -0.18783799  0.02994795],"[[ 0.78540861]
 [-0.58391903]
 [ 0.20535796]]",[0.96603334],
4862,"[[33.15130587 21.83009684 -3.65360317]
 [21.83009684 43.78523872 -4.65028795]
 [-3.65360317 -4.65028795 16.77829736]]",[ 0.58188198 -0.21749605  0.30736321],[-0.07576655 -0.2017093   0.00508645],[-0.16231368 -0.18773369  0.03017168],"[[ 0.78621382]
 [-0.58379783]
 [ 0.20260287]]",[0.97751932],
4863,"[[34.05990156 22.16793387 -3.56432584]
 [22.16793387 43.21040814 -4.37509249]
 [-3.56432584 -4.37509249 16.70346002]]",[ 0.58053278 -0.22100856  0.30744794],[-0.07464564 -0.19236996  0.00545473],[-0.16472435 -0.18585384  0.02870957],"[[ 0.77450136]
 [-0.59764698]
 [ 0.20728176]]",[0.981602],
4864,"[[34.49035176 22.31049769 -3.48323443]
 [22.31049769 42.91989388 -4.20287806]
 [-3.48323443 -4.20287806 16.65617584]]",[ 0.58015575 -0.22197671  0.30747081],[-0.07427455 -0.19224858  0.00584349],[-0.16599664 -0.18487728  0.02766783],"[[ 0.76835587]
 [-0.60353725]
 [ 0.21300717]]",[0.9829074],
4865,"[[35.14620074 22.51174702 -3.39405987]
 [22.51174702 42.46889379 -3.99067252]
 [-3.39405987 -3.99067252 16.60166727]]",[ 0.57900135 -0.22492029  0.30753766],[-0.07829464 -0.19642225  0.00366684],[-0.16785593 -0.18335963  0.02652608],"[[ 0.75988196]
 [-0.6141569 ]
 [ 0.21305095]]",[0.99729872],
4866,"[[35.62626242 22.6491405  -3.32813951]
 [22.6491405  42.13760861 -3.84074653]
 [-3.32813951 -3.84074653 16.56437198]]",[ 0.57814655 -0.22707866  0.30757545],[-0.07660676 -0.19450453  0.00459447],[-0.16918194 -0.18225175  0.02572488],"[[ 0.75370403]
 [-0.62186517]
 [ 0.21263571]]",[1.0070109],
4867,"[[35.98083268 22.74630421 -3.27915898]
 [22.74630421 41.89453421 -3.73301498]
 [-3.27915898 -3.73301498 16.53815994]]",[ 0.5775225  -0.22862342  0.30759852],[-0.07587283 -0.18567146  0.00184012],[-0.17013104 -0.18144645  0.02515184],"[[ 0.74915692]
 [-0.62748462]
 [ 0.21219555]]",[1.01209798],
4868,"[[36.63406318 22.86572478 -4.66477212]
 [22.86572478 41.33875007 -5.16928705]
 [-4.66477212 -5.16928705 17.05457169]]",[ 0.57658676 -0.23090695  0.30763598],[-0.07681964 -0.18825316  0.00356959],[-0.16177927 -0.18667896  0.03845039],"[[ 0.74726976]
 [-0.63322196]
 [ 0.20153873]]",[1.02534469],
4869,"[[37.278887   23.20819907 -3.40539375]
 [23.20819907 41.31243782 -3.71415366]
 [-3.40539375 -3.71415366 16.54498652]]",[ 0.57578136 -0.23283798  0.30766128],[-0.08065986 -0.19005281  0.00111873],[-0.17125423 -0.18027678  0.02592819],"[[ 0.73571283]
 [-0.64359522]
 [ 0.21097826]]",[1.01794633],
4870,"[[37.10863095 23.02167767 -3.12294043]
 [23.02167767 41.10810124 -3.4059683 ]
 [-3.12294043 -3.4059683  16.46202698]]",[ 0.57528707 -0.23401502  0.30767529],[-0.08034505 -0.19682474  0.00606258],[-0.17311132 -0.17883661  0.02345073],"[[ 0.73509059]
 [-0.64617136]
 [ 0.20519355]]",[1.02990575],
4871,"[[38.09895066 23.56987637 -3.89234486]
 [23.56987637 41.13870821 -4.15142278]
 [-3.89234486 -4.15142278 16.68556868]]",[ 0.57452813 -0.23581665  0.30770288],[-0.08292176 -0.19998897  0.0053056 ],[-0.16947442 -0.18132685  0.02998322],"[[ 0.73070621]
 [-0.65132309]
 [ 0.20456457]]",[1.03368802],
4872,"[[38.09410809 23.22868325 -2.97841821]
 [23.22868325 40.42152103 -3.13136575]
 [-2.97841821 -3.13136575 16.40150863]]",[ 0.57350697 -0.2382212   0.30773544],[-0.0851286  -0.19831131  0.00210393],[-0.17558827 -0.17659602  0.02196824],"[[ 0.72223433]
 [-0.6607446 ]
 [ 0.20443614]]",[1.04259015],
4873,"[[38.51669    23.30487443 -2.91516865]
 [23.30487443 40.12064883 -3.01721253]
 [-2.91516865 -3.01721253 16.37741818]]",[ 0.57266145 -0.24018229  0.30775152],[-0.0853121  -0.1959006   0.00144882],[-0.17665305 -0.17560696  0.02135174],"[[ 0.7167364 ]
 [-0.66707506]
 [ 0.20322353]]",[1.0530713],
4874,"[[39.23860965 23.4763038  -3.6617013 ]
 [23.4763038  39.71642918 -3.6991547 ]
 [-3.6617013  -3.6991547  16.57697326]]",[ 0.57181388 -0.24212274  0.30776754],[-0.08419492 -0.19456971  0.00324742],[-0.17306154 -0.17822361  0.02803657],"[[ 0.71156743]
 [-0.67275002]
 [ 0.20268006]]",[1.05737856],
4875,"[[39.72262039 23.50418342 -2.71978276]
 [23.50418342 39.2877578  -2.69473911]
 [-2.71978276 -2.69473911 16.3118213 ]]",[ 0.57078897 -0.24445047  0.30780022],[-0.08458312 -0.19152887  0.00336864],[-0.17946124 -0.17294836  0.01955832],"[[ 0.70039092]
 [-0.68286282]
 [ 0.20772801]]",[1.06034512],
4876,"[[40.15224949 23.55833927 -2.65360646]
 [23.55833927 38.97903347 -2.58835358]
 [-2.65360646 -2.58835358 16.29155161]]",[ 0.56990622 -0.24642974  0.30781782],[-0.0878317  -0.1974115   0.00278819],[-0.18048766 -0.17194206  0.01897713],"[[ 0.69464537]
 [-0.68879034]
 [ 0.20745044]]",[1.07020853],
4877,"[[40.432705   23.58356083 -2.61881992]
 [23.58356083 38.76392816 -2.52780439]
 [-2.61881992 -2.52780439 16.28069826]]",[ 0.5690096  -0.24840184  0.30783995],[-9.27024400e-02 -1.98814810e-01  5.95964741e-05],[-0.18121363 -0.17121019  0.01867323],"[[ 0.69134661]
 [-0.69386773]
 [ 0.20146326]]",[1.08536367],
4878,"[[40.8693854  23.55390316 -3.10241405]
 [23.55390316 38.30800421 -2.93830985]
 [-3.10241405 -2.93830985 16.38702094]]",[ 0.56802628 -0.25054083  0.30786121],[-0.08877731 -0.1920984   0.00252407],[-0.17920579 -0.17279061  0.02299325],"[[ 0.6871326 ]
 [-0.69977978]
 [ 0.1953383 ]]",[1.0973271],
4879,"[[41.44615464 23.68574141 -2.45235237]
 [23.68574141 38.04711691 -2.28269399]
 [-2.45235237 -2.28269399 16.23634346]]",[ 0.56714801 -0.25244138  0.30786445],[-0.08751645 -0.1912306   0.00189384],[-0.18349132 -0.16891203  0.01731074],"[[ 0.67786141]
 [-0.70757698]
 [ 0.19959642]]",[1.0982046],
4880,"[[41.99656916 23.72418211 -2.36656607]
 [23.72418211 37.65042677 -2.15970208]
 [-2.36656607 -2.15970208 16.21543747]]",[ 0.56600661 -0.25489785  0.30786343],[-0.08917832 -0.19064238  0.00046107],[-0.18472673 -0.16762893  0.01663055],"[[ 0.67048641]
 [-0.71492511]
 [ 0.19831807]]",[1.10932103],
4881,"[[42.34138821 23.74346032 -2.31306851]
 [23.74346032 37.4017539  -2.08494139]
 [-2.31306851 -2.08494139 16.20311329]]",[ 0.56527656 -0.25643384  0.30785509],[-0.09182777 -0.19028362 -0.00184579],[-0.18548907 -0.16682577  0.01621628],"[[ 0.66582553]
 [-0.71940715]
 [ 0.19781232]]",[1.11664949],
4882,"[[42.75297593 23.70030226 -2.23121615]
 [23.70030226 36.99595681 -1.97662111]
 [-2.23121615 -1.97662111 16.18608492]]",[ 0.56423963 -0.25857281  0.30784236],[-0.09516524 -0.19379803 -0.00164843],[-0.18654346 -0.16570103  0.01564306],"[[ 0.65928944]
 [-0.72568258]
 [ 0.19677965]]",[1.12616761],
4883,"[[43.1502454  23.57192095 -2.13211412]
 [23.57192095 36.4652094  -1.8511076 ]
 [-2.13211412 -1.8511076  16.16743534]]",[ 0.56308756 -0.26089453  0.30782407],[-0.09645842 -0.1918896  -0.00327366],[-0.18770889 -0.1644377   0.01502047],"[[ 0.65159559]
 [-0.73276926]
 [ 0.19614384]]",[1.13536666],
4884,"[[42.70605601 22.77094475 -2.84388823]
 [22.77094475 35.4156683  -2.42484408]
 [-2.84388823 -2.42484408 16.30284143]]",[ 0.56223736 -0.26260477  0.30781048],[-0.09263862 -0.18945201  0.00106421],[-0.18419031 -0.16763338  0.02174814],"[[ 0.64857159]
 [-0.73679804]
 [ 0.19100667]]",[1.14438697],
4885,"[[43.67978583 23.29220076 -2.0445961 ]
 [23.29220076 35.60010166 -1.72050258]
 [-2.0445961  -1.72050258 16.15102621]]",[ 0.56147843 -0.26412812  0.30778604],[-0.09611923 -0.18918106 -0.00514169],[-0.18907131 -0.16289985  0.01468595],"[[ 0.63983608]
 [-0.74318821]
 [ 0.1956555 ]]",[1.14413621],
4886,"[[43.64737688 22.95869997 -2.29219341]
 [22.95869997 35.0651687  -1.90346379]
 [-2.29219341 -1.90346379 16.19004156]]",[ 0.56051713 -0.26604388  0.30775492],[-0.09593687 -0.19224339 -0.0026563 ],[-0.18825322 -0.16362111  0.01699581],"[[ 0.6364887 ]
 [-0.74749584]
 [ 0.19008443]]",[1.15618135],
4887,"[[44.12086027 22.83363629 -2.12466866]
 [22.83363629 34.54050485 -1.725193  ]
 [-2.12466866 -1.725193   16.16052912]]",[ 0.55922772 -0.26856506  0.3077238 ],[-0.1008283 -0.1960704 -0.0011757],[-0.1898358  -0.16190391  0.01579537],"[[ 0.6275347 ]
 [-0.75523043]
 [ 0.18928074]]",[1.16537764],
4888,"[[44.00722925 23.33167249 -2.0496707 ]
 [23.33167249 35.43665817 -1.70749648]
 [-2.0496707  -1.70749648 16.15000234]]",[ 0.55811492 -0.27069658  0.30770207],[-0.09992276 -0.18961149 -0.0020249 ],[-0.19042616 -0.16133526  0.01445037],"[[ 0.63602199]
 [-0.74620656]
 [ 0.19660059]]",[1.17314249],
4889,"[[44.41636909 23.15976133 -1.92217405]
 [23.15976133 34.87554821 -1.5666003 ]
 [-1.92217405 -1.5666003  16.130022  ]]",[ 0.55710702 -0.27260609  0.30767806],[-0.10016693 -0.18879451 -0.00273316],[-0.19162126 -0.1599813   0.01368488],"[[ 0.62729668]
 [-0.75326603]
 [ 0.19770979]]",[1.18883327],
4890,"[[44.12047233 21.36460882 -2.89537451]
 [21.36460882 32.23182231 -2.19976902]
 [-2.89537451 -2.19976902 16.2981171 ]]",[ 0.55602763 -0.2746499   0.30764938],[-0.0979375  -0.18610768 -0.00153437],[-0.18733263 -0.16386057  0.02358392],"[[ 0.60658265]
 [-0.7734902 ]
 [ 0.18376726]]",[1.20650665],
4891,"[[44.98611625 22.91360942 -1.77744596]
 [22.91360942 34.11327506 -1.40507621]
 [-1.77744596 -1.40507621 16.10899405]]",[ 0.55514452 -0.27632342  0.30762354],[-0.10024474 -0.19019139 -0.00200174],[-0.19333139 -0.15798333  0.01281564],"[[ 0.61555058]
 [-0.76354005]
 [ 0.19520267]]",[1.19657222],
4892,"[[45.39848035 22.70274485 -1.63896738]
 [22.70274485 33.53201586 -1.26567964]
 [-1.63896738 -1.26567964 16.09137255]]",[ 0.55414648 -0.27819479  0.30759128],[-0.10167374 -0.18759966 -0.00404657],[-0.19454772 -0.15654511  0.01203389],"[[ 0.60587361]
 [-0.77017006]
 [ 0.1993872 ]]",[1.20711839],
4893,"[[45.63173779 22.5863629  -1.59399648]
 [22.5863629  33.21612795 -1.21500073]
 [-1.59399648 -1.21500073 16.08574674]]",[ 0.55303326 -0.28024391  0.3075648 ],[-0.10083872 -0.18681283 -0.00059961],[-0.19525822 -0.15567693  0.01178644],"[[ 0.60086548]
 [-0.77427479]
 [ 0.19864347]]",[1.22330692],
4894,"[[45.79999134 22.49659778 -1.54795521]
 [22.49659778 32.98312277 -1.16858174]
 [-1.54795521 -1.16858174 16.08040826]]",[ 0.55241891 -0.28136713  0.30755317],[-0.10191436 -0.18669164 -0.00231718],[-0.19576641 -0.15505699  0.01152573],"[[ 0.59709565]
 [-0.77730254]
 [ 0.19818565]]",[1.22831787],
4895,"[[45.87743063 22.46848556 -1.56925397]
 [22.46848556 32.89679576 -1.18011353]
 [-1.56925397 -1.18011353 16.08242202]]",[ 0.55150017 -0.28304695  0.30753633],[-0.1057054  -0.193689   -0.00171299],[-0.19602335 -0.15472396  0.01163355],"[[ 0.59615948]
 [-0.77923859]
 [ 0.1933419 ]]",[1.24170819],
4896,"[[46.10078329 21.60746303 -1.85230471]
 [21.60746303 31.5106415  -1.32965329]
 [-1.85230471 -1.32965329 16.11398483]]",[ 0.54915116 -0.28733475  0.30749333],[-0.10352466 -0.18715493 -0.00351273],[-0.19573884 -0.15481875  0.01474662],"[[ 0.58004222]
 [-0.79155298]
 [ 0.19234062]]",[1.25832074],
4897,"[[44.9008553  19.15544289 -3.37488095]
 [19.15544289 28.69619839 -2.23686596]
 [-3.37488095 -2.23686596 16.39409981]]",[ 0.54821093 -0.28902587  0.30747736],[-0.10569956 -0.18817825 -0.00262377],[-0.18830866 -0.16175426  0.0295873 ],"[[ 0.55800849]
 [-0.81060634]
 [ 0.17760601]]",[1.27154773],
4898,"[[47.04573986 21.36670114 -1.39261193]
 [21.36670114 30.70526776 -0.95844142]
 [-1.39261193 -0.95844142 16.06246809]]",[ 0.54662607 -0.29185225  0.30746637],[-0.10335683 -0.18610165  0.00094204],[-0.1991799  -0.15065913  0.01136627],"[[ 0.56251503]
 [-0.80505976]
 [ 0.18829665]]",[1.26279564],
4899,"[[46.95507171 20.12252084 -1.8459607 ]
 [20.12252084 29.0807594  -1.19997728]
 [-1.8459607  -1.19997728 16.11008118]]",[ 0.54600407 -0.29297081  0.30747469],[-0.10340664 -0.18367045 -0.00026531],[-0.19774923 -0.15212141  0.01594731],"[[ 0.54395048]
 [-0.8207632 ]
 [ 0.17454412]]",[1.28402941],
4900,"[[47.11732786 20.00558068 -1.79172392]
 [20.00558068 28.86174893 -1.15191374]
 [-1.79172392 -1.15191374 16.10316678]]",[ 0.54528899 -0.29426293  0.30748371],[-0.10225476 -0.18081519 -0.00123372],[-0.19833216 -0.15139614  0.01560651],"[[ 0.539602  ]
 [-0.82372125]
 [ 0.17410623]]",[1.29079546],
4901,"[[47.87831655 21.15836703 -0.97268302]
 [21.15836703 30.04329161 -0.64559194]
 [-0.97268302 -0.64559194 16.02967887]]",[ 0.54405923 -0.29645779  0.30748964],[-0.10312531 -0.18086576 -0.00083575],[-0.20219851 -0.14678661  0.00833389],"[[ 0.547273  ]
 [-0.8159935 ]
 [ 0.18613671]]",[1.28669729],
4902,"[[48.46550732 20.65616078 -0.77059648]
 [20.65616078 29.14247069 -0.49029158]
 [-0.77059648 -0.49029158 16.01829076]]",[ 0.54162339 -0.30070181  0.30751582],[-0.1077827  -0.18668014  0.00093387],[-0.20407128 -0.14422482  0.0073563 ],"[[ 0.53017897]
 [-0.82617593]
 [ 0.19063994]]",[1.31634601],
4903,"[[48.49675546 20.63071869 -0.78771575]
 [20.63071869 29.0975092  -0.50008506]
 [-0.78771575 -0.50008506 16.01909409]]",[ 0.54108126 -0.30163837  0.30752037],[-0.11132932 -0.19090006  0.00034923],[-0.20417346 -0.14407374  0.0074803 ],"[[ 0.52941492]
 [-0.82663023]
 [ 0.1907939 ]]",[1.33022966],
4904,"[[48.61190044 20.54730143 -0.80098375]
 [20.54730143 28.94593661 -0.50466407]
 [-0.80098375 -0.50466407 16.01967303]]",[ 0.53990467 -0.30366258  0.30752633],[-0.1070094  -0.18625337  0.0026488 ],[-0.20455288 -0.14353166  0.00753531],"[[ 0.52702743]
 [-0.82922372]
 [ 0.18609169]]",[1.34523477],
4905,"[[48.42695548 19.66242091 -1.2375409 ]
 [19.66242091 27.92251293 -0.75039576]
 [-1.2375409  -0.75039576 16.04722946]]",[ 0.53810541 -0.30672683  0.30751676],[-0.10442697 -0.17590558 -0.00286774],[-0.20339565 -0.14489792  0.01161048],"[[ 0.51466386]
 [-0.83710645]
 [ 0.18540202]]",[1.35715851],
4906,"[[49.3520733  19.82520328 -0.52484822]
 [19.82520328 27.7845353  -0.31198128]
 [-0.52484822 -0.31198128 16.00825933]]",[ 0.53658014 -0.30926038  0.30750425],[-0.11114855 -0.18246857 -0.00046392],[-0.20703544 -0.13997871  0.00650289],"[[ 0.50198138]
 [-0.83891901]
 [ 0.21030831]]",[1.36006165],
4907,"[[49.4755592  19.68307068 -0.56307677]
 [19.68307068 27.57331739 -0.33107975]
 [-0.56307677 -0.33107975 16.00947125]]",[ 0.53534447 -0.31127309  0.30749826],[-0.11304984 -0.18258596 -0.00141757],[-0.20743109 -0.13938405  0.0066655 ],"[[ 0.49921333]
 [-0.84333568]
 [ 0.19892456]]",[1.39885674],
4908,"[[49.46744022 19.7254508  -0.65721149]
 [19.7254508  27.62602837 -0.38735537]
 [-0.65721149 -0.38735537 16.01290589]]",[ 0.53421748 -0.31309807  0.30748716],[-0.11252902 -0.1789267  -0.00371429],[-0.20741057 -0.13938607  0.00723727],"[[ 0.50040177]
 [-0.84234513]
 [ 0.20013181]]",[1.4149793],
4909,"[[49.6241852  19.5602608  -0.63086114]
 [19.5602608  27.37882749 -0.36699204]
 [-0.63086114 -0.36699204 16.0118363 ]]",[ 0.53310966 -0.31488941  0.30747915],[-0.11120003 -0.17897251 -0.0007681 ],[-0.20794303 -0.13859586  0.00713333],"[[ 0.49560561]
 [-0.84554418]
 [ 0.19857018]]",[1.42893858],
4910,"[[48.47373644 18.04655781 -1.67031331]
 [18.04655781 26.02897371 -0.92823953]
 [-1.67031331 -0.92823953 16.08591394]]",[ 0.53199588 -0.31667526  0.30745976],[-0.11157627 -0.17962048 -0.00112735],[-0.20326745 -0.14458631  0.01664765],"[[ 0.48408801]
 [-0.85305732]
 [ 0.19481276]]",[1.43674592],
4911,"[[49.36334272 18.45680485 -1.03497675]
 [18.45680485 26.2104171  -0.57255546]
 [-1.03497675 -0.57255546 16.0321064 ]]",[ 0.53085206 -0.31849284  0.3074378 ],[-0.11419481 -0.17928711 -0.00265922],[-0.20679561 -0.14002506  0.01133841],"[[ 0.47901433]
 [-0.85465775]
 [ 0.20026334]]",[1.43357194],
4912,"[[49.39632778 17.83988006 -1.11383479]
 [17.83988006 25.52982982 -0.59499593]
 [-1.11383479 -0.59499593 16.03714863]]",[ 0.5295557  -0.32052235  0.30742079],[-0.11903753 -0.18423621 -0.00137208],[-0.20694398 -0.13971116  0.01244908],"[[ 0.4671215 ]
 [-0.86222377]
 [ 0.19587668]]",[1.44602198],
4913,"[[50.47697775 18.53948764 -0.29466148]
 [18.53948764 25.96933677 -0.15844988]
 [-0.29466148 -0.15844988 16.00251836]]",[ 0.5286063  -0.32199581  0.30741615],[-0.11713376 -0.18118862  0.00033631],[-0.21096678 -0.13402256  0.00556538],"[[ 0.46541095]
 [-0.86233213]
 [ 0.19943906]]",[1.4487359],
4914,"[[50.56059659 18.42935713 -0.29475869]
 [18.42935713 25.8274115  -0.15717938]
 [-0.29475869 -0.15717938 16.00251392]]",[ 0.52778358 -0.32326486  0.30740622],[-0.11734767 -0.18107853 -0.00066876],[-0.21127009 -0.1335425   0.00559895],"[[ 0.46252508]
 [-0.86420651]
 [ 0.19803447]]",[1.46147978],
4915,"[[48.51845159 16.43295109 -2.06860725]
 [16.43295109 24.3042663  -1.04535487]
 [-2.06860725 -1.04535487 16.13159101]]",[ 0.52606047 -0.3259085   0.30737665],[-0.11266683 -0.17291975 -0.00093998],[-0.20374095 -0.1434066   0.02059546],"[[ 0.45277838]
 [-0.87341894]
 [ 0.17925147]]",[1.48903604],
4916,"[[46.95936928 15.10544001 -3.22340326]
 [15.10544001 23.37012165 -1.57273632]
 [-3.22340326 -1.57273632 16.33561177]]",[ 0.52491714 -0.32765095  0.30735801],[-0.11511713 -0.17310111 -0.0040598 ],[-0.19773094 -0.14972938  0.03136222],"[[ 0.44639253]
 [-0.87752977]
 [ 0.17514343]]",[1.48029472],
4917,"[[48.44684857 15.52788432 -2.2141857 ]
 [15.52788432 23.43108197 -1.05962893]
 [-2.2141857  -1.05962893 16.1510969 ]]",[ 0.52398315 -0.32906997  0.30734359],[-0.1140425  -0.17579463  0.00067068],[-0.2039113  -0.14287267  0.0225296 ],"[[ 0.43464465]
 [-0.88286792]
 [ 0.17784336]]",[1.47022721],
4918,"[[48.62406851 15.35284875 -2.13304456]
 [15.35284875 23.22503279 -1.00380829]
 [-2.13304456 -1.00380829 16.13946388]]",[ 0.5228086  -0.33085351  0.30733617],[-0.11941717 -0.17982725 -0.00146072],[-0.20476059 -0.14174426  0.02194685],"[[ 0.42853006]
 [-0.88599961]
 [ 0.17710641]]",[1.48091923],
4919,"[[50.79936787 16.39423832 -0.48693051]
 [16.39423832 23.72344633 -0.22939655]
 [-0.48693051 -0.22939655 16.00681338]]",[ 0.52187836 -0.33226848  0.30734329],[-0.11554034 -0.17560886  0.00117807],[-0.21265969 -0.13118214  0.0081917 ],"[[ 0.42146665]
 [-0.88936734]
 [ 0.17717675]]",[1.4842334],
4920,"[[51.83609564 16.41700905  0.24764151]
 [16.41700905 23.52085799  0.11344799]
 [ 0.24764151  0.11344799 16.0017113 ]]",[ 0.51923691 -0.33627564  0.30740467],[-0.1163182  -0.17431782  0.00243415],[-0.21632654 -0.12528267  0.00266046],"[[ 0.40908488]
 [-0.89561221]
 [ 0.1747236 ]]",[1.51272792],
4921,"[[51.97145355 15.57382099  0.37161741]
 [15.57382099 22.74267721  0.16089155]
 [ 0.37161741  0.16089155 16.00383914]]",[ 0.5184206  -0.3375123   0.30743458],[-0.11843354 -0.17920555  0.00502879],[-0.21728473 -0.12362077  0.00229126],"[[ 0.39013179]
 [-0.90513294]
 [ 0.16891282]]",[1.53848926],
4922,"[[ 5.16078038e+01  1.51028031e+01 -2.67201303e-02]
 [ 1.51028031e+01  2.24057492e+01 -1.13331580e-02]
 [-2.67201303e-02 -1.13331580e-02  1.60000201e+01]]",[ 0.51721116 -0.33932361  0.30747078],[-0.12224984 -0.18321355  0.00450121],[-0.21634484 -0.12516699  0.00530431],"[[ 0.3852494 ]
 [-0.90800933]
 [ 0.16462672]]",[1.54837007],
4923,"[[52.42447034 14.8983695   0.77927207]
 [14.8983695  22.09374444  0.31873856]
 [ 0.77927207  0.31873856 16.0166719 ]]",[ 0.51598806 -0.34113346  0.30750365],[-0.12079728 -0.17764289  0.00298544],[-0.219391   -0.11986223  0.00079714],"[[ 0.36718716]
 [-0.90822314]
 [ 0.20075935]]",[1.53605881],
4924,"[[52.43239945 14.8727082   0.65892914]
 [14.8727082  22.07144884  0.26899301]
 [ 0.65892914  0.26899301 16.01191762]]",[ 0.51477864 -0.34290775  0.30753358],[-0.12195402 -0.17782324  0.00218261],[-0.21940969 -0.11982197  0.00144326],"[[ 0.36756714]
 [-0.90908607]
 [ 0.19610435]]",[1.5697542],
4925,"[[52.48027739 14.73822963  0.62014787]
 [14.73822963 21.95432459  0.2505431 ]
 [ 0.62014787  0.2505431  16.01054223]]",[ 0.51358488 -0.34465061  0.30755682],[-0.11845766 -0.17317911  0.00285489],[-0.21966194 -0.11935557  0.001697  ],"[[ 0.36464326]
 [-0.91073002]
 [ 0.193923  ]]",[1.59338653],
4926,"[[52.63947764 14.2965878   0.67030242]
 [14.2965878  21.57847534  0.26154951]
 [ 0.67030242  0.26154951 16.01226287]]",[ 0.51128183 -0.34793923  0.30755937],[-0.12609492 -0.17546518 -0.00255841],[-0.22054726 -0.11771376  0.0015417 ],"[[ 0.35368716]
 [-0.91543781]
 [ 0.19203909]]",[1.61669039],
4927,"[[52.06622449 13.74263212  0.27865069]
 [13.74263212 21.23647652  0.10617674]
 [ 0.27865069  0.10617674 16.00215288]]",[ 0.51054323 -0.3489759   0.30756147],[-0.12400214 -0.17380804  0.00021481],[-0.21919054 -0.12012814  0.00497389],"[[ 0.3480003 ]
 [-0.91722495]
 [ 0.19389219]]",[1.6179007],
4928,"[[52.07403477 13.50506917  0.28751181]
 [13.50506917 21.05590501  0.10763606]
 [ 0.28751181  0.10763606 16.00229148]]",[ 0.50967341 -0.35017894  0.307557  ],[-0.12225839 -0.17070451  0.00088042],[-0.21946104 -0.11962824  0.00509254],"[[ 0.34258935]
 [-0.91923686]
 [ 0.19400036]]",[1.62099046],
4929,"[[52.13752384 13.32917252  0.31204967]
 [13.32917252 20.9164088   0.1150982 ]
 [ 0.31204967  0.1150982  16.00269457]]",[ 0.50869945 -0.35152131  0.30754843],[-0.12222528 -0.1699095   0.00088373],[-0.21985363 -0.11890962  0.00498824],"[[ 0.33805584]
 [-0.92105014]
 [ 0.1933517 ]]",[1.63001102],
4930,"[[52.53550319 13.22396923  0.57330294]
 [13.22396923 20.78639534  0.20750612]
 [ 0.57330294  0.20750612 16.00899608]]",[ 0.50736936 -0.3533445   0.30753838],[-1.20753851e-01 -1.65561886e-01 -1.21895290e-04],[-0.22126328 -0.11633266  0.00304526],"[[ 0.331277  ]
 [-0.9236198 ]
 [ 0.19282637]]",[1.63953326],
4931,"[[49.66581226 11.97185993 -1.7804964 ]
 [11.97185993 20.25729904 -0.63316023]
 [-1.7804964  -0.63316023 16.09416578]]",[ 0.50625812 -0.35485967  0.30752727],[-0.12574812 -0.17115245 -0.00150304],[-0.21252622 -0.13008106  0.02028607],"[[ 0.33826556]
 [-0.92801426]
 [ 0.15609596]]",[1.6693346],
4932,"[[49.96733181 11.62391898 -1.49726477]
 [11.62391898 19.97780706 -0.51237714]
 [-1.49726477 -0.51237714 16.06599876]]",[ 0.50499624 -0.35656868  0.30751443],[-0.12572532 -0.17052381 -0.00082305],[-0.21419777 -0.12758908  0.01844833],"[[ 0.32592634]
 [-0.93197084]
 [ 0.15875254]]",[1.65908488],
4933,"[[53.20632124 12.18765818  1.14797024]
 [12.18765818 19.9923058   0.3760401 ]
 [ 1.14797024  0.3760401  16.03541967]]",[ 0.50267882 -0.35968241  0.30751469],[-0.12751752 -0.17335956  0.00291753],[-0.22453928 -0.10991805 -0.00036554],"[[ 0.29983652]
 [-0.93374905]
 [ 0.19547576]]",[1.65179175],
4934,"[[53.23022174 12.33860768  0.74020136]
 [12.33860768 20.08918433  0.24531291]
 [ 0.74020136  0.24531291 16.01471649]]",[ 0.50013843 -0.36308774  0.30754818],[-0.12597134 -0.16760501  0.0013738 ],[-0.22427145 -0.11046191  0.00069544],"[[ 0.30803515]
 [-0.93873172]
 [ 0.1545869 ]]",[1.71807461],
4935,"[[53.31541843 11.77750288  0.88114358]
 [11.77750288 19.71721878  0.27810679]
 [ 0.88114358  0.27810679 16.02080679]]",[ 0.49797012 -0.36594432  0.30758524],[-0.13222635 -0.17120539 -0.00048789],[-0.22522095 -0.10851456  0.00033615],"[[ 0.29344169]
 [-0.94194115]
 [ 0.16321407]]",[1.72773531],
4936,"[[51.59753364 10.6171774  -0.37233798]
 [10.6171774  19.16663669 -0.11105203]
 [-0.37233798 -0.11105203 16.00389453]]",[ 0.49641602 -0.367956    0.30758798],[-0.1302089  -0.16788635  0.00041976],[-0.22143991 -0.11560815  0.00995596],"[[ 0.28381599]
 [-0.94611727]
 [ 0.15591857]]",[1.74349073],
