,D,pos,vel,des_vel,normals,dists,controller: [obstacle aware]
3088,"[[17.54392067  0.28707611  8.46416495]
 [ 0.28707611 16.05337884  1.57382411]
 [ 8.46416495  1.57382411 62.40270049]]",[ 0.30908849 -0.15528598  0.19663297],[ 0.01341813 -0.05429324  0.02383325],[-0.02637865 -0.00490484 -0.14461443],"[[ 0.00475014]
 [-0.99944303]
 [ 0.0330313 ]]",[-0.82532134],
3089,"[[18.72705132  0.18434232 11.10980073]
 [ 0.18434232 16.01246111  0.75099666]
 [11.10980073  0.75099666 61.26048757]]",[ 0.30929683 -0.15603827  0.19698742],[ 0.01380808 -0.0567355   0.02649579],[-0.03382422 -0.00228644 -0.13779733],"[[ 0.00632556]
 [-0.99986692]
 [ 0.01503786]]",[-0.81694601],
3090,"[[19.33957007  0.19558664 12.21099427]
 [ 0.19558664 16.01145481  0.71515415]
 [12.21099427  0.71515415 60.64897512]]",[ 0.30934806 -0.15661841  0.19718298],[-0.00159938 -0.03519089  0.0079599 ],[-0.03652516 -0.00213915 -0.13355267],"[[ 0.00631175]
 [-0.99987798]
 [ 0.01428911]]",[-0.80857069],
3091,"[[18.66046911  0.2825875  10.97927893]
 [ 0.2825875  16.03001565  1.16618795]
 [10.97927893  1.16618795 61.30951524]]",[ 0.30923177 -0.15687749  0.19716079],[-0.01290128 -0.02084887 -0.00559324],[-0.03235113 -0.00343625 -0.1335073 ],"[[ 0.00589967]
 [-0.99968729]
 [ 0.02430062]]",[-0.80600136],
3092,"[[ 18.47251119   8.86247508  -5.83298904]
 [  8.86247508  47.76667706 -20.90777996]
 [ -5.83298904 -20.90777996  29.76081175]]",[ 0.30909113 -0.15697393  0.19707369],[-0.0211859  -0.01488649 -0.01228349],[-0.04856263 -0.17406801  0.11456583],"[[ 0.00438803]
 [-0.99923477]
 [ 0.03886665]]",[-0.80967582],
3093,"[[ 18.47813934   8.92330542  -5.76056716]
 [  8.92330542  48.13111485 -20.74269972]
 [ -5.76056716 -20.74269972  29.39074581]]",[ 0.30875083 -0.15706703  0.19679377],[-0.02463851 -0.00625183 -0.02080297],[-0.04751899 -0.1711068   0.11046044],"[[ 0.00376445]
 [-0.99926647]
 [ 0.03810964]]",[-0.81491896],
3094,"[[22.15345583 15.85686004  2.46187957]
 [15.85686004 56.8615934   6.34402535]
 [ 2.46187957  6.34402535 16.98495077]]",[ 0.30850768 -0.15729416  0.1966653 ],[-0.01345429 -0.02857964 -0.00250105],[-0.03433996 -0.08849075 -0.01373876],"[[ 0.00352437]
 [-0.99925859]
 [ 0.03833866]]",[-0.81665654],
3095,"[[20.87830155 14.4550949   1.18780459]
 [14.4550949  58.83248309  3.51963237]
 [ 1.18780459  3.51963237 16.28921536]]",[ 0.30854585 -0.15793903  0.19685795],[ 0.00804172 -0.06155872  0.02170839],[-0.03176857 -0.09413476 -0.00773524],"[[ 0.00151397]
 [-0.99877072]
 [ 0.04954544]]",[-0.8154672],
3096,"[[21.00682589 14.62691884  1.14567999]
 [14.62691884 58.73101548  3.3469844 ]
 [ 1.14567999  3.3469844  16.26215863]]",[ 0.3086628  -0.15883854  0.19719553],[ 0.00682317 -0.0669595   0.02635406],[-0.03221659 -0.09411741 -0.00737192],"[[ 0.00151397]
 [-0.99877072]
 [ 0.04954544]]",[-0.8115564],
3097,"[[ 17.92878438   7.75077276  -5.36534835]
 [  7.75077276  47.1462903  -21.56052079]
 [ -5.36534835 -21.56052079  30.92492532]]",[ 0.30873841 -0.15984073  0.19757965],[ 0.00524083 -0.0726167   0.02921669],[-0.04529271 -0.18200766  0.12599189],"[[-0.01900179]
 [-0.99836986]
 [ 0.05381961]]",[-0.81188167],
3098,"[[16.71479239  0.48346691  5.79356248]
 [ 0.48346691 16.3270044   3.91861441]
 [ 5.79356248  3.91861441 62.95820322]]",[ 0.30879335 -0.1603059   0.19777835],[ 0.00830852 -0.06362995  0.02751722],[-0.01694879 -0.01146372 -0.13737401],"[[ 0.01201505]
 [-0.99826197]
 [ 0.05769462]]",[-0.81078686],
3099,"[[17.85136842  0.25580782  9.23973383]
 [ 0.25580782 16.03534555  1.27667523]
 [ 9.23973383  1.27667523 62.11328603]]",[ 0.3088547  -0.16084028  0.19799558],[ 0.00509861 -0.06738505  0.02475789],[-0.02760998 -0.00381493 -0.13779475],"[[ 5.68863542e-04]
 [-9.99619958e-01]
 [ 2.75611217e-02]]",[-0.80362242],
3100,"[[19.37707026  0.19909003 12.27416524]
 [ 0.19909003 16.01173705  0.7236047 ]
 [12.27416524  0.7236047  60.61119269]]",[ 0.30892276 -0.1614577   0.19822445],[ 0.00640948 -0.06339491  0.02160408],[-0.03620519 -0.00213442 -0.13158993],"[[ 0.00590349]
 [-0.99987607]
 [ 0.01459397]]",[-0.79100112],
3101,"[[19.39338924  0.19958586 12.3015348 ]
 [ 0.19958586 16.01173886  0.72352808]
 [12.3015348   0.72352808 60.5948719 ]]",[ 0.30885433 -0.16204835  0.19836648],[-0.01364881 -0.04616806  0.00707252],[-0.03611537 -0.00212416 -0.13092352],"[[ 0.00590349]
 [-0.99987607]
 [ 0.01459397]]",[-0.78789483],
3102,"[[18.93924384  2.35332276 11.26527504]
 [ 2.35332276 17.88420162  9.01960832]
 [11.26527504  9.01960832 59.17655454]]",[ 0.30819214 -0.1628679   0.19811811],[-0.02761043 -0.02149559 -0.01615246],[-0.02869369 -0.02297377 -0.10997465],"[[ 0.02400955]
 [-0.99773443]
 [ 0.06284551]]",[-0.77788074],
3103,"[[ 18.16307025   7.9058135   -6.05364452]
 [  7.9058135   44.89498715 -22.12548788]
 [ -6.05364452 -22.12548788  32.9419426 ]]",[ 0.30784147 -0.16303163  0.19788373],[-0.03501205 -0.01322834 -0.02349623],[-0.05307069 -0.19396825  0.14852549],"[[ 0.01777581]
 [-0.99762156]
 [ 0.06659768]]",[-0.78519788],
3104,"[[21.64813694 14.18728449  6.15874023]
 [14.18728449 51.63635995 15.46984441]
 [ 6.15874023 15.46984441 22.71550311]]",[ 0.30746743 -0.16315643  0.19764644],[-0.03662382 -0.01273236 -0.02232539],[-0.02967102 -0.07452923 -0.03235335],"[[ 0.00747762]
 [-0.99903122]
 [ 0.04336703]]",[-0.79012528],
3105,"[[17.33000937  0.22235424  7.87541005]
 [ 0.22235424 16.03717373  1.31663041]
 [ 7.87541005  1.31663041 62.6328169 ]]",[ 0.30722268 -0.16344298  0.19755834],[-0.02398718 -0.03871854 -0.00563033],[-0.02213314 -0.00370027 -0.13105741],"[[ 2.44316781e-04]
 [-9.99602792e-01]
 [ 2.81815131e-02]]",[-0.78767585],
3106,"[[20.30859048 12.41917116  5.83203042]
 [12.41917116 51.79727825 16.81036626]
 [ 5.83203042 16.81036626 23.89413128]]",[ 0.30710569 -0.16395081  0.19761104],[-0.01157474 -0.04929643  0.00543699],[-0.0247285  -0.07127796 -0.03347206],"[[-0.02009948]
 [-0.99887295]
 [ 0.04299826]]",[-0.78469173],
3107,"[[21.2221496  14.43657465  3.87009645]
 [14.43657465 55.90975054 10.69883872]
 [ 3.87009645 10.69883872 18.86809986]]",[ 0.30678052 -0.1646847   0.19761693],[-0.02456759 -0.04153958 -0.00083685],[-0.02944963 -0.08141317 -0.0218249 ],"[[ 0.01233509]
 [-0.99827673]
 [ 0.05737092]]",[-0.78381387],
3108,"[[20.29408847  9.69335061  9.6807027 ]
 [ 9.69335061 37.88148816 21.85293714]
 [ 9.6807027  21.85293714 37.82442336]]",[ 0.30654952 -0.16521384  0.1976496 ],[-0.01292609 -0.04173187  0.00473527],[-0.02590709 -0.0584819  -0.0584056 ],"[[ 0.00103472]
 [-0.9976782 ]
 [ 0.06809648]]",[-0.78096762],
3109,"[[17.73662659  0.25335154  8.95980007]
 [ 0.25335154 16.03696074  1.3071199 ]
 [ 8.95980007  1.3071199  62.22641267]]",[ 0.30646875 -0.16558673  0.19770955],[-0.00839607 -0.04001378  0.00660274],[-0.02478465 -0.00361576 -0.12787178],"[[ 7.83573202e-04]
 [-9.99604433e-01]
 [ 2.81134120e-02]]",[-0.7784639],
3110,"[[17.85166214  0.31332697  9.23866637]
 [ 0.31332697 16.05301928  1.56331076]
 [ 9.23866637  1.56331076 62.09531858]]",[ 0.30642086 -0.16578434  0.19773118],[-0.00982377 -0.03850295  0.00304454],[-0.0249177  -0.00421642 -0.12432415],"[[ 0.0045462 ]
 [-0.99944552]
 [ 0.03298476]]",[-0.76983692],
3111,"[[17.83452412  0.31189111  9.19752156]
 [ 0.31189111 16.05302523  1.56368901]
 [ 9.19752156  1.56368901 62.11245065]]",[ 0.30634208 -0.16599739  0.19774738],[-0.01737831 -0.03418251 -0.00075886],[-0.02473019 -0.00420443 -0.12398661],"[[ 0.0045462 ]
 [-0.99944552]
 [ 0.03298476]]",[-0.76852138],
3112,"[[17.29733883  0.30438726  7.77795116]
 [ 0.30438726 16.07141666  1.82489659]
 [ 7.77795116  1.82489659 62.63124451]]",[ 0.30617112 -0.16624604  0.19772174],[-0.01870538 -0.02400232 -0.0029635 ],[-0.02037595 -0.00478069 -0.12216019],"[[ 0.00319576]
 [-0.9992507 ]
 [ 0.03857227]]",[-0.76369471],
3113,"[[18.95352764  4.49239574 10.62376495]
 [ 4.49239574 22.8330559  16.15903496]
 [10.62376495 16.15903496 54.21341646]]",[ 0.30595187 -0.16648619  0.19766584],[-0.01384973 -0.01825222 -0.00409395],[-0.02235877 -0.03400829 -0.08042392],"[[ 0.00379904]
 [-0.99920309]
 [ 0.0397335 ]]",[-0.7635488],
3114,"[[ 18.62511712   9.33321435  -5.65733962]
 [  9.33321435  49.18285862 -20.1138315 ]
 [ -5.65733962 -20.1138315   28.19202426]]",[ 0.3058544  -0.1665867   0.19761232],[-0.01053703 -0.01238438 -0.0063193 ],[-0.04594791 -0.16336097  0.09902146],"[[ 0.01722532]
 [-0.99764433]
 [ 0.06640089]]",[-0.76775936],
3115,"[[20.45164342 13.66747403  2.6574252 ]
 [13.66747403 57.96199666  8.15884976]
 [ 2.6574252   8.15884976 17.58635992]]",[ 0.30570554 -0.1666997   0.19751413],[-0.01460393 -0.01133422 -0.00924914],[-0.02691874 -0.08264615 -0.01606924],"[[ 0.00419679]
 [-0.99873045]
 [ 0.05019838]]",[-0.77227307],
3116,"[[16.34754786  0.20113982  4.06460954]
 [ 0.20113982 16.11640764  2.35235177]
 [ 4.06460954  2.35235177 63.53604449]]",[ 0.30558141 -0.1669207   0.1974883 ],[-0.01328277 -0.03329136  0.0013499 ],[-0.01084613 -0.00627709 -0.12684668],"[[ 0.0039575 ]
 [-0.99878666]
 [ 0.04908721]]",[-0.77097285],
3117,"[[16.4502393   0.29186928  4.61774656]
 [ 0.29186928 16.18920533  2.99347117]
 [ 4.61774656  2.99347117 63.36055537]]",[ 0.30549924 -0.16732979  0.19754963],[-0.00544293 -0.04121543  0.00722386],[-0.01243798 -0.00806296 -0.12756643],"[[ 0.01520686]
 [-0.99798532]
 [ 0.06159596]]",[-0.76630026],
3118,"[[17.9929962   5.41725134  7.89589587]
 [ 5.41725134 30.72487107 21.46218468]
 [ 7.89589587 21.46218468 47.28213273]]",[ 0.30533157 -0.16800786  0.19762209],[-0.01544953 -0.04581343  0.00367116],[-0.01687877 -0.04587893 -0.06687068],"[[-0.01951433]
 [-0.99887776]
 [ 0.04315561]]",[-0.76477402],
3119,"[[17.90274458  4.42243518  8.25550542]
 [ 4.42243518 26.27880104 19.18777648]
 [ 8.25550542 19.18777648 51.81845438]]",[ 0.30497613 -0.16867795  0.19760935],[-0.02065923 -0.0402346  -0.00069005],[-0.01782513 -0.04142987 -0.07733851],"[[ 0.00149032]
 [-0.9977025 ]
 [ 0.06773111]]",[-0.75955916],
3120,"[[17.11605445  0.2056218   7.23068157]
 [ 0.2056218  16.03788375  1.33218032]
 [ 7.23068157  1.33218032 62.8460618 ]]",[ 0.30464471 -0.16928514  0.1975766 ],[-0.02827697 -0.05422354 -0.0028086 ],[-0.01847597 -0.00340401 -0.11970193],"[[ 6.29416289e-04]
 [-9.99598460e-01]
 [ 2.83288337e-02]]",[-0.75494939],
3121,"[[17.41443881  0.23118248  8.11412228]
 [ 0.23118248 16.03778554  1.32621001]
 [ 8.11412228  1.32621001 62.54777565]]",[ 0.30437928 -0.16986778  0.19759122],[-0.02483161 -0.05904397  0.00255345],[-0.0201185  -0.00328826 -0.11541256],"[[ 5.07056138e-04]
 [-9.99596752e-01]
 [ 2.83914943e-02]]",[-0.74099059],
3122,"[[17.34021172  0.27074322  7.90320778]
 [ 0.27074322 16.05469426  1.5965686 ]
 [ 7.90320778  1.5965686  62.60509401]]",[ 0.30420723 -0.1702983   0.19763352],[-0.02303104 -0.06102199  0.00748093],[-0.01925865 -0.00389054 -0.11356794],"[[ 0.00476397]
 [-0.99942971]
 [ 0.03342998]]",[-0.73294616],
3123,"[[ 18.44784477   9.33023362  -4.94483018]
 [  9.33023362  51.5632271  -18.84777227]
 [ -4.94483018 -18.84777227  25.98892813]]",[ 0.30391676 -0.17100875  0.19771555],[-0.02719602 -0.06771886  0.00793474],[-0.03747455 -0.14283842  0.0757014 ],"[[ 0.00317661]
 [-0.99867816]
 [ 0.05130151]]",[-0.73193237],
3124,"[[ 18.85673885  10.62562497  -4.00731854]
 [ 10.62562497  55.52195563 -14.90520001]
 [ -4.00731854 -14.90520001  21.62130552]]",[ 0.30365057 -0.17165414  0.19776718],[-0.02856504 -0.07221628  0.00536649],[-0.03280023 -0.12200029  0.04601085],"[[ 0.00643768]
 [-0.9986795 ]
 [ 0.05096883]]",[-0.73458401],
3125,"[[16.4842764   0.16299461  4.79418152]
 [ 0.16299461 16.05485967  1.61359455]
 [ 4.79418152  1.61359455 63.46086393]]",[ 0.30337587 -0.17251425  0.19787415],[-0.02535689 -0.09363702  0.01460614],[-0.0116511  -0.00392145 -0.11534215],"[[ 0.00499197]
 [-0.9994271 ]
 [ 0.03347469]]",[-0.73010529],
3126,"[[17.30790555  0.13672093  7.81345997]
 [ 0.13672093 16.01429202  0.81677419]
 [ 7.81345997  0.81677419 62.67780243]]",[ 0.30321784 -0.17379516  0.1982044 ],[-0.00959585 -0.11061575  0.0328114 ],[-0.01851787 -0.00193575 -0.11062621],"[[ 0.0062742 ]
 [-0.99984508]
 [ 0.01644517]]",[-0.71072635],
3127,"[[17.9541597   0.15230664  9.48460479]
 [ 0.15230664 16.01187074  0.73922734]
 [ 9.48460479  0.73922734 62.03396957]]",[ 0.30318506 -0.17466964  0.19848504],[-0.00435526 -0.10833714  0.03515198],[-0.02207007 -0.00172013 -0.10711809],"[[ 0.00613664]
 [-0.99987176]
 [ 0.01479188]]",[-0.68752947],
3128,"[[18.29255074  0.16591018 10.23519029]
 [ 0.16591018 16.0120068   0.74071306]
 [10.23519029  0.74071306 61.69544247]]",[ 0.30314559 -0.17579998  0.19884842],[-0.00518194 -0.11211461  0.03522812],[-0.02350347 -0.00170093 -0.10493226],"[[ 0.00630191]
 [-0.99987067]
 [ 0.01479614]]",[-0.66565325],
3129,"[[22.04716491 15.92642736  0.21124331]
 [15.92642736 57.94545581  0.55635182]
 [ 0.21124331  0.55635182 16.00737928]]",[ 0.30316535 -0.17694345  0.19926721],[ 0.00552985 -0.11439874  0.04365426],[-0.03083247 -0.08120352 -0.00107706],"[[ 8.16294291e-04]
 [-9.99601537e-01]
 [ 2.82152512e-02]]",[-0.65150014],
3130,"[[ 19.2470397   10.96803884  -5.00167602]
 [ 10.96803884  53.04847706 -16.89495103]
 [ -5.00167602 -16.89495103  23.70448323]]",[ 0.30325663 -0.17799349  0.19970402],[ 0.00940051 -0.11816728  0.04861974],[-0.03697017 -0.12487998  0.05694812],"[[ 0.00102028]
 [-0.99958794]
 [ 0.02868637]]",[-0.64954301],
3131,"[[21.55762706 15.33077342 -0.91992769]
 [15.33077342 58.29010166 -2.53763032]
 [-0.91992769 -2.53763032 16.15227127]]",[ 0.30350758 -0.17928074  0.20036227],[ 0.0279527  -0.11717503  0.06438805],[-0.03150254 -0.08690009  0.00521447],"[[ 0.00107996]
 [-0.99959015]
 [ 0.02860712]]",[-0.63970221],
3132,"[[19.59664254  3.97678989 11.99533854]
 [ 3.97678989 20.39711692 13.26318654]
 [11.99533854 13.26318654 56.00624053]]",[ 0.30394645 -0.18047456  0.20115018],[ 0.05176564 -0.11914798  0.08560697],[-0.02333965 -0.02580654 -0.07784122],"[[ 4.63872810e-04]
 [-9.99603484e-01]
 [ 2.81541966e-02]]",[-0.62311717],
3133,"[[ 18.20524104   8.5902857   -5.21492797]
 [  8.5902857   49.46255892 -20.31420612]
 [ -5.21492797 -20.31420612  28.33220003]]",[ 0.3051427  -0.18229497  0.20281614],[ 0.08973959 -0.11199262  0.11678898],[-0.03987155 -0.15531544  0.09428776],"[[-0.01950578]
 [-0.99885818]
 [ 0.04361034]]",[-0.59806742],
3134,"[[ 18.27670839   8.73229478  -5.27689584]
 [  8.73229478  49.49263888 -20.23948703]
 [ -5.27689584 -20.23948703  28.23065273]]",[ 0.30554654 -0.18273737  0.20331645],[ 0.10004184 -0.10878367  0.12351578],[-0.04049596 -0.1553219   0.09386049],"[[-0.01950578]
 [-0.99885818]
 [ 0.04361034]]",[-0.58915756],
3135,"[[20.98957033 14.24037281 -3.43734581]
 [14.24037281 56.64242092 -9.81028075]
 [-3.43734581 -9.81028075 18.36800875]]",[ 0.30656907 -0.18372876  0.20452041],[ 0.11918691 -0.11056699  0.13761536],[-0.03879625 -0.11072557  0.02672697],"[[ 0.01214192]
 [-0.99818369]
 [ 0.05900761]]",[-0.58138103],
3136,"[[19.27809843  0.34050675 12.10317522]
 [ 0.34050675 16.03536954  1.2571962 ]
 [12.10317522  1.2571962  60.68653203]]",[ 0.30845764 -0.18516989  0.20661484],[ 0.15236355 -0.10823464  0.16564213],[-0.03257181 -0.00338334 -0.12025945],"[[ 6.40516024e-04]
 [-9.99609140e-01]
 [ 2.79491935e-02]]",[-0.54989354],
3137,"[[21.00871138  0.42508174 14.6680013 ]
 [ 0.42508174 16.03607604  1.24485102]
 [14.6680013   1.24485102 58.95521258]]",[ 0.31066319 -0.18647819  0.20897371],[ 0.17036577 -0.09446357  0.18118546],[-0.04170573 -0.0035395  -0.12213514],"[[ 0.00104756]
 [-0.99959008]
 [ 0.02861062]]",[-0.47839967],
3138,"[[23.88656551  0.30435525 17.78382964]
 [ 0.30435525 16.01174556  0.6863066 ]
 [17.78382964  0.6863066  56.10168893]]",[ 0.3134628  -0.18761015  0.21185604],[ 0.15591979 -0.04922516  0.16043585],[-0.05539092 -0.00213762 -0.12490389],"[[ 0.00701993]
 [-0.99987737]
 [ 0.01399894]]",[-0.40734834],
3139,"[[22.87528192  0.23083006 16.81340977]
 [ 0.23083006 16.00774987  0.56449182]
 [16.81340977  0.56449182 57.11696821]]",[ 0.31468379 -0.18791088  0.21310398],[ 0.14996824 -0.03653852  0.15468377],[-0.05189425 -0.00174229 -0.1269067 ],"[[-0.01638599]
 [-0.99965711]
 [ 0.02042472]]",[-0.3561735],
3140,"[[23.3826125   0.23276188 17.31497198]
 [ 0.23276188 16.00733861  0.54591317]
 [17.31497198  0.54591317 56.61004889]]",[ 0.31594235 -0.18805398  0.21436222],[ 0.1382465  -0.01086247  0.13714835],[-0.05558461 -0.00175249 -0.13036659],"[[-0.01638599]
 [-0.99965711]
 [ 0.02042472]]",[-0.34837281],
3141,"[[ 22.12768748  15.17231763  -5.13626548]
 [ 15.17231763  53.56706308 -12.7175303 ]
 [ -5.13626548 -12.7175303   20.30524943]]",[ 0.31747738 -0.18802768  0.21585172],[0.14224678 0.00949937 0.13628898],[-0.05224147 -0.12935128  0.04378912],"[[-0.04212409]
 [-0.99835414]
 [ 0.03891754]]",[-0.35994176],
3142,"[[ 19.74773845  11.23061509  -6.30231599]
 [ 11.23061509  49.65408684 -18.88575897]
 [ -6.30231599 -18.88575897  26.59817471]]",[ 0.31893075 -0.18781747  0.21721177],[0.14636919 0.02543155 0.13644485],[-0.05498652 -0.16477468  0.09246707],"[[-0.04228524]
 [-0.9983481 ]
 [ 0.03889777]]",[-0.41885569],
3143,"[[22.23464033 -0.5422158  16.127554  ]
 [-0.5422158  16.04715556 -1.40258527]
 [16.127554   -1.40258527 57.7182041 ]]",[ 0.32231494 -0.18752307  0.22046408],[0.20672163 0.00040137 0.19849355],[-0.05790855  0.00503621 -0.14979586],"[[-0.04393433]
 [-0.99889651]
 [-0.01659909]]",[-0.48558138],
3144,"[[25.00935131  0.283411   18.74033431]
 [ 0.283411   16.00891538  0.58952267]
 [18.74033431  0.58952267 54.98173331]]",[ 0.32495988 -0.18771588  0.22300228],[ 0.24712498 -0.02033321  0.23738582],[-0.07391082 -0.00232504 -0.15374175],"[[-0.0046491 ]
 [-0.99983857]
 [ 0.01735565]]",[-0.37748042],
3145,"[[32.87953354  9.54733798 20.83620155]
 [ 9.54733798 21.40012923 11.78529359]
 [20.83620155 11.78529359 41.72033723]]",[ 0.32900538 -0.1878839   0.22685208],[ 0.24285425 -0.00117849  0.23515303],[-0.08503597 -0.04809772 -0.10496893],"[[ 0.00835044]
 [-0.99904418]
 [ 0.04290694]]",[-0.30926943],
3146,"[[34.82364995 22.9827518   4.58241419]
 [22.9827518  44.06081082  5.5949026 ]
 [ 4.58241419  5.5949026  17.11553922]]",[ 0.33124046 -0.18764259  0.22904955],[0.21839192 0.03342333 0.21531652],[-0.08717158 -0.10643221 -0.02122098],"[[ 0.00837552]
 [-0.99902453]
 [ 0.04335715]]",[-0.34783342],
3147,"[[36.81069043 19.30223484 13.90151195]
 [19.30223484 33.90311914 12.89386574]
 [13.90151195 12.89386574 25.28619044]]",[ 0.33204755 -0.18742622  0.22982797],[0.20342388 0.04971276 0.19818456],[-0.09048441 -0.08392568 -0.06044346],"[[ 0.00580045]
 [-0.9991514 ]
 [ 0.04077778]]",[-0.3863628],
3148,"[[37.16465314 18.8659091  14.56153432]
 [18.8659091  32.81683721 12.97997095]
 [14.56153432 12.97997095 26.01850966]]",[ 0.33389509 -0.18685519  0.23163888],[0.17860948 0.05885186 0.17649495],[-0.09438283 -0.08413168 -0.06493651],"[[ 0.00580045]
 [-0.9991514 ]
 [ 0.04077778]]",[-0.40219323],
3149,"[[36.95373557 20.61595239 11.90389768]
 [20.61595239 36.28361442 11.71200176]
 [11.90389768 11.71200176 22.76265001]]",[ 0.33558032 -0.18629703  0.23337541],[0.16532645 0.0555353  0.17157501],[-0.09578677 -0.09424265 -0.05441683],"[[ 0.00497544]
 [-0.99879036]
 [ 0.04891887]]",[-0.42260629],
3150,"[[27.50466134  0.24362136 20.48919619]
 [ 0.24362136 16.0051589   0.43387682]
 [20.48919619  0.43387682 52.49017976]]",[ 0.33724633 -0.18579786  0.23515361],[0.16962611 0.04537094 0.1835995 ],[-0.11307002 -0.00239436 -0.20137174],"[[-0.0156382 ]
 [-0.9996641 ]
 [ 0.02066707]]",[-0.48135145],
3151,"[[26.25634223  0.33250774 19.67234886]
 [ 0.33250774 16.01077981  0.63777204]
 [19.67234886  0.63777204 53.73287796]]",[ 0.33943912 -0.18538777  0.23752068],[0.18648184 0.03847373 0.19783338],[-0.10865088 -0.00352243 -0.20839964],"[[-0.04188823]
 [-0.99837199]
 [ 0.03871355]]",[-0.4683967],
3152,"[[28.56870255  3.15052017 20.86623256]
 [ 3.15052017 16.78972172  5.23041152]
 [20.86623256  5.23041152 50.64157573]]",[ 0.34118584 -0.18485519  0.23924178],[0.19270673 0.06658935 0.18715949],[-0.10565977 -0.02648509 -0.1754136 ],"[[-0.04130526]
 [-0.99839276]
 [ 0.03880439]]",[-0.48539334],
3153,"[[26.98851952  0.27560288 20.16495521]
 [ 0.27560288 16.00691239  0.50575691]
 [20.16495521  0.50575691 53.00456809]]",[ 0.3429912  -0.1839552   0.24092017],[0.16988158 0.09995189 0.15597426],[-0.11961592 -0.00300008 -0.21950634],"[[-0.03220412]
 [-0.99899414]
 [ 0.03120271]]",[-0.51060844],
3154,"[[27.13515747  0.27380838 20.25884636]
 [ 0.27380838 16.00673282  0.49815568]
 [20.25884636  0.49815568 52.85810971]]",[ 0.34446552 -0.18290423  0.24222673],[0.15945228 0.11934514 0.14106873],[-0.12041139 -0.00296086 -0.21907152],"[[-0.03220412]
 [-0.99899414]
 [ 0.03120271]]",[-0.53201854],
3155,"[[27.67281553  0.25167729 20.5907062 ]
 [ 0.25167729 16.00542641  0.44395572]
 [20.5907062   0.44395572 52.32175806]]",[ 0.3450676  -0.18236552  0.24274156],[0.15423235 0.12840606 0.13275002],[-0.12328414 -0.00265813 -0.21747174],"[[-0.03239383]
 [-0.99900742]
 [ 0.0305747 ]]",[-0.53836265],
3156,"[[37.22116981 22.34697091  8.30005988]
 [22.34697091 39.53249671  8.74038511]
 [ 8.30005988  8.74038511 19.24633348]]",[ 0.34746419 -0.17976304  0.2445632 ],[0.15377229 0.17340365 0.11133452],[-0.11307158 -0.11907012 -0.04422475],"[[ 0.01414268]
 [-0.99770808]
 [ 0.06617074]]",[-0.5311405],
3157,"[[28.88516033  3.45742444 20.98824803]
 [ 3.45742444 16.92771712  5.63169413]
 [20.98824803  5.63169413 50.18712255]]",[ 0.34900466 -0.17779868  0.24559933],[0.15647093 0.19974461 0.10648655],[-0.124124   -0.03330571 -0.20218183],"[[-0.05116195]
 [-0.99749916]
 [ 0.04876342]]",[-0.6187118],
3158,"[[25.23861165  0.44540461 18.91832521]
 [ 0.44540461 16.02147349  0.91207527]
 [18.91832521  0.91207527 54.73991486]]",[ 0.35056632 -0.17594149  0.24673984],[0.15232107 0.17817994 0.11518996],[-0.10967881 -0.00528775 -0.2245943 ],"[[-0.05140846]
 [-0.99749498]
 [ 0.04858948]]",[-0.6380346],
3159,"[[26.683401    0.87205555 19.94762417]
 [ 0.87205555 16.07118341  1.62826765]
 [19.94762417  1.62826765 53.2454156 ]]",[ 0.35217254 -0.17414663  0.24789175],[0.16012273 0.17818238 0.11447255],[-0.11794354 -0.00962739 -0.22021952],"[[-0.00683852]
 [-0.99885591]
 [ 0.04732977]]",[-0.63613222],
3160,"[[27.88046476  0.94817958 20.69342459]
 [ 0.94817958 16.07567419  1.65154166]
 [20.69342459  1.65154166 52.04386105]]",[ 0.35356983 -0.17242722  0.24879201],[0.1522674  0.19267036 0.09682484],[-0.12437586 -0.00992643 -0.2166382 ],"[[-0.00343047]
 [-0.99885403]
 [ 0.04773732]]",[-0.64593799],
3161,"[[27.963644    0.95020699 20.74182347]
 [ 0.95020699 16.07546976  1.6474099 ]
 [20.74182347  1.6474099  51.96088624]]",[ 0.35530716 -0.17019781  0.24989855],[0.16165785 0.21646225 0.10025953],[-0.1248105  -0.00991302 -0.2163887 ],"[[-0.00343047]
 [-0.99885403]
 [ 0.04773732]]",[-0.66788939],
3162,"[[28.87450706  0.37211346 21.26228911]
 [ 0.37211346 16.01075524  0.61454656]
 [21.26228911  0.61454656 51.1147377 ]]",[ 0.35690644 -0.16786369  0.25083419],[0.15738864 0.23537819 0.09092006],[-0.12947463 -0.00374222 -0.21382777],"[[-0.00481854]
 [-0.99977998]
 [ 0.02041492]]",[-0.69450725],
3163,"[[29.24697745  0.36880424 21.45312307]
 [ 0.36880424 16.01026774  0.59726853]
 [21.45312307  0.59726853 50.74275481]]",[ 0.35862422 -0.16518164  0.25174482],[0.1544435  0.25084511 0.07748639],[-0.13133419 -0.00365643 -0.21269218],"[[-0.00492432]
 [-0.99978326]
 [ 0.02022814]]",[-0.70550759],
3164,"[[29.20695952  0.40490623 21.43236637]
 [ 0.40490623 16.01241384  0.65708528]
 [21.43236637  0.65708528 50.78062664]]",[ 0.3603006  -0.16230762  0.25247401],[0.15117624 0.26546186 0.06348   ],[-0.13113566 -0.00402043 -0.21280807],"[[-0.00378274]
 [-0.9997677 ]
 [ 0.02121887]]",[-0.72160123],
