,D,pos,vel,des_vel,normals,dists,controller: [obstacle aware]
9510,"[[ 16.40025306   3.93140307  -1.89631594]
 [  3.93140307  54.61539546 -18.62617206]
 [ -1.89631594 -18.62617206  24.98435148]]",[0.42695941 0.45476878 0.29818746],[ 0.02442089 -0.02202566 -0.0843402 ],[-0.01468348 -0.14422549  0.0695673 ],"[[0.06526469]
 [0.98816383]
 [0.13882642]]",[2.24228556],
9511,"[[ 16.39729913   3.91387881  -1.89580172]
 [  3.91387881  54.5564586  -18.67594885]
 [ -1.89580172 -18.67594885  25.04624227]]",[0.42716619 0.45452247 0.29732616],[ 0.01824697 -0.0249468  -0.08686298],[-0.01461801 -0.14400512  0.06975309],"[[0.06593213]
 [0.98844877]
 [0.13646241]]",[2.23880139],
9512,"[[ 16.42167486   4.05007266  -1.91298066]
 [  4.05007266  54.89984943 -18.37366045]
 [ -1.91298066 -18.37366045  24.67847571]]",[0.42733032 0.45416644 0.29607394],[ 0.0083231  -0.02634215 -0.09001156],[-0.01511933 -0.14521702  0.06859071],"[[0.0699656 ]
 [0.98794646]
 [0.13808187]]",[2.21779043],
9513,"[[ 16.42589591   4.06907618  -1.92463905]
 [  4.06907618  54.87659049 -18.38830265]
 [ -1.92463905 -18.38830265  24.69751359]]",[0.42737548 0.4539407  0.29527017],[ 0.00427102 -0.02480534 -0.08792756],[-0.01517856 -0.14501835  0.06859247],"[[0.06779125]
 [0.98882374]
 [0.13278539]]",[2.22778749],
9514,"[[ 16.42048789   4.04180683  -1.91583044]
 [  4.04180683  54.85058946 -18.41531401]
 [ -1.91583044 -18.41531401  24.72892264]]",[0.42738351 0.45377017 0.29464828],[-0.00070947 -0.02201871 -0.08891773],[-0.01507427 -0.14489669  0.06868153],"[[0.07025736]
 [0.98854823]
 [0.13355258]]",[2.21747445],
9515,"[[ 16.41442192   4.00942054  -1.90920234]
 [  4.00942054  54.79006467 -18.47101876]
 [ -1.90920234 -18.47101876  24.79551341]]",[0.42736619 0.4534478  0.29344599],[ 0.00117005 -0.0217465  -0.07979516],[-0.01495064 -0.14464338  0.06887616],"[[0.07079156]
 [0.98896258]
 [0.1301598 ]]",[2.21528006],
9516,"[[ 16.41037028   3.98800672  -1.90398849]
 [  3.98800672  54.75572453 -18.50309152]
 [ -1.90398849 -18.50309152  24.83390519]]",[0.42733818 0.45330423 0.29285992],[-0.0064679  -0.01948393 -0.08298988],[-0.01487145 -0.14452178  0.06899883],"[[0.07120135]
 [0.98911379]
 [0.12877993]]",[2.21303533],
9517,"[[ 16.40043481   3.93262814  -1.89603761]
 [  3.93262814  54.62192752 -18.62078601]
 [ -1.89603761 -18.62078601  24.97763768]]",[0.42728397 0.45314126 0.29212396],[-0.00508412 -0.01845324 -0.0777894 ],[-0.01466725 -0.14404553  0.06944866],"[[0.07122748]
 [0.98935561]
 [0.12689416]]",[2.20944935],
9518,"[[ 16.4013674    3.9405369   -1.89121877]
 [  3.9405369   54.68732486 -18.56757005]
 [ -1.89121877 -18.56757005  24.91130774]]",[0.4272047  0.4529915  0.29134715],[-0.00962082 -0.01481242 -0.07548738],[-0.01469709 -0.14429275  0.06925177],"[[0.06984375]
 [0.98933427]
 [0.12782624]]",[2.2044756],
9519,"[[ 16.39872648   3.92499359  -1.89058552]
 [  3.92499359  54.6369489  -18.61059247]
 [ -1.89058552 -18.61059247  24.96432462]]",[0.427092   0.45284273 0.29044105],[-0.00971095 -0.01243104 -0.07403192],[-0.01464013 -0.14411486  0.06941705],"[[0.06962128]
 [0.98963215]
 [0.1256228 ]]",[2.20255707],
9520,"[[ 16.38527096   3.83968096  -1.89774148]
 [  3.83968096  54.26696328 -18.91323898]
 [ -1.89774148 -18.91323898  25.34776575]]",[0.42699527 0.45274854 0.28977921],[-0.01133019 -0.01062765 -0.07318406],[-0.0143228  -0.14274365  0.07055028],"[[0.06742965]
 [0.99071385]
 [0.11806489]]",[2.2112167],
9521,"[[ 16.38530582   3.83446455  -1.90869078]
 [  3.83446455  54.15960608 -18.99480027]
 [ -1.90869078 -18.99480027  25.4550881 ]]",[0.42686059 0.45263799 0.28892852],[-0.01023949 -0.00953171 -0.07102516],[-0.01429986 -0.14230858  0.07083729],"[[0.06557576]
 [0.99121483]
 [0.11486071]]",[2.20617566],
9522,"[[ 16.40343455   3.93779837  -1.92245758]
 [  3.93779837  54.43561699 -18.76450655]
 [ -1.92245758 -18.76450655  25.16094846]]",[0.42674238 0.4525449  0.28817956],[-0.01060593 -0.00950046 -0.06906823],[-0.01467694 -0.14325699  0.06993895],"[[0.06763425]
 [0.99106291]
 [0.1149779 ]]",[2.19433913],
9523,"[[ 16.40551542   3.94743619  -1.92822323]
 [  3.94743619  54.42579539 -18.77003396]
 [ -1.92822323 -18.77003396  25.16868919]]",[0.42667471 0.45250312 0.28778   ],[-0.01131483 -0.00799962 -0.06768185],[-0.01470706 -0.14316392  0.06993197],"[[0.06556682]
 [0.99163502]
 [0.11117998]]",[2.20427887],
9524,"[[ 16.39695744   3.90410342  -1.91163763]
 [  3.90410342  54.39712255 -18.80108611]
 [ -1.91163763 -18.80108611  25.20592001]]",[0.42656448 0.45245358 0.28714923],[-0.01130296 -0.00454106 -0.06441904],[-0.01454718 -0.14307252  0.07005522],"[[0.06814215]
 [0.99136038]
 [0.11207696]]",[2.19425181],
9525,"[[ 16.3912345    3.87472646  -1.90070683]
 [  3.87472646  54.3746963  -18.82430878]
 [ -1.90070683 -18.82430878  25.2340692 ]]",[0.4264413  0.45240301 0.2863962 ],[-0.00817924 -0.00363508 -0.05364723],[-0.0144355  -0.14296699  0.07013097],"[[0.06880777]
 [0.99150801]
 [0.11035105]]",[2.19422462],
9526,"[[ 16.38807858   3.85773422  -1.8960627 ]
 [  3.85773422  54.34819517 -18.84800207]
 [ -1.8960627  -18.84800207  25.26372624]]",[0.42635502 0.45233502 0.28575131],[-0.00577999 -0.0071599  -0.05003811],[-0.01437047 -0.14285107  0.0702108 ],"[[0.06903804]
 [0.99167109]
 [0.10872992]]",[2.19355923],
9527,"[[ 16.38703601   3.85184402  -1.89505387]
 [  3.85184402  54.33416542 -18.85987803]
 [ -1.89505387 -18.85987803  25.27879857]]",[0.42632236 0.45229643 0.28548835],[-0.0044105  -0.0079833  -0.05092421],[-0.01434805 -0.14279409  0.07025271],"[[0.06893099]
 [0.99174809]
 [0.10809365]]",[2.19276538],
9528,"[[ 16.37278991   3.76440279  -1.8932023 ]
 [  3.76440279  54.01263937 -19.11740593]
 [ -1.8932023  -19.11740593  25.61457072]]",[0.4262629  0.45220669 0.28498106],[-0.00579677 -0.01074691 -0.05024674],[-0.014025   -0.14162335  0.07122555],"[[0.0654409 ]
 [0.99245884]
 [0.10364815]]",[2.19981457],
9529,"[[ 16.38580009   3.83817661  -1.90734449]
 [  3.83817661  54.18454164 -18.97543619]
 [ -1.90734449 -18.97543619  25.42965827]]",[0.42619083 0.4521024  0.28443618],[-0.00646698 -0.009631   -0.04876492],[-0.01429667 -0.14223205  0.07068083],"[[0.06691162]
 [0.99227152]
 [0.10449911]]",[2.18689837],
9530,"[[ 16.38289565   3.81743573  -1.9129993 ]
 [  3.81743573  54.05949675 -19.07243392]
 [ -1.9129993  -19.07243392  25.5576076 ]]",[0.42613305 0.4520106  0.28399364],[-0.00585869 -0.01024949 -0.04785569],[-0.01421799 -0.1417521   0.07103503],"[[0.06411896]
 [0.99287131]
 [0.10047545]]",[2.19520402],
9531,"[[ 16.38642375   3.83461909  -1.9221636 ]
 [  3.83461909  54.05227743 -19.07430721]
 [ -1.9221636  -19.07430721  25.56129882]]",[0.42606875 0.45188383 0.28342099],[-0.00155226 -0.0119194  -0.04534007],[-0.01428036 -0.14170907  0.07103392],"[[0.06340803]
 [0.99308489]
 [0.0988019 ]]",[2.19181494],
9532,"[[ 16.38643722   3.8387966   -1.91397323]
 [  3.8387966   54.13390265 -19.01305963]
 [ -1.91397323 -19.01305963  25.47966013]]",[0.42601987 0.4517436  0.28285214],[-0.00390512 -0.01452325 -0.04970931],[-0.01429559 -0.1420098   0.07080421],"[[0.06613374]
 [0.99279232]
 [0.09994868]]",[2.18059471],
9533,"[[ 16.3889364    3.85080493  -1.92067093]
 [  3.85080493  54.12628182 -19.01629468]
 [ -1.92067093 -19.01629468  25.48478178]]",[0.42598396 0.45165603 0.28248537],[-0.00396751 -0.01082476 -0.04189946],[-0.01433613 -0.14194006  0.07079563],"[[0.06419397]
 [0.99327422]
 [0.09636104]]",[2.19039853],
9534,"[[ 16.38078971   3.80885349  -1.90408517]
 [  3.80885349  54.09810124 -19.04563405]
 [ -1.90408517 -19.04563405  25.52110905]]",[0.42593829 0.45156041 0.28207448],[-0.00697431 -0.01201006 -0.05018881],[-0.014183   -0.1418656   0.07092008],"[[0.06673396]
 [0.99295493]
 [0.0979137 ]]",[2.17952446],
9535,"[[ 16.37950944   3.80117338  -1.90355107]
 [  3.80117338  54.07262093 -19.0660017 ]
 [ -1.90355107 -19.0660017   25.54786963]]",[0.42589122 0.45146911 0.28167432],[-0.00535446 -0.01216716 -0.0453025 ],[-0.01415386 -0.14176535  0.07099323],"[[0.06662086]
 [0.99307486]
 [0.09676766]]",[2.17819697],
9536,"[[ 16.37720639   3.78479448  -1.90760393]
 [  3.78479448  53.97568031 -19.14042033]
 [ -1.90760393 -19.14042033  25.6471133 ]]",[0.42583778 0.45135866 0.28122243],[-0.00652448 -0.01164029 -0.0456007 ],[-0.01409081 -0.14138366  0.07125989],"[[0.0641616 ]
 [0.99361499]
 [0.09280376]]",[2.18716498],
9537,"[[ 16.35093776   3.63825633  -1.86680095]
 [  3.63825633  53.71868072 -19.35357564]
 [ -1.86680095 -19.35357564  25.93038153]]",[0.4257852  0.45120373 0.28067126],[-0.00389746 -0.01117278 -0.04192486],[-0.01356033 -0.14058321  0.07213369],"[[0.0652234 ]
 [0.9935911 ]
 [0.09231815]]",[2.18072209],
9538,"[[ 16.34696893   3.61780508  -1.85623476]
 [  3.61780508  53.72243724 -19.35474625]
 [ -1.85623476 -19.35474625  25.93059383]]",[0.42575043 0.45108893 0.2803008 ],[-0.0035781  -0.01343856 -0.04547603],[-0.0134899  -0.14065764  0.07216906],"[[0.06623096]
 [0.99356566]
 [0.09187348]]",[2.17741524],
9539,"[[ 16.3432093    3.58952023  -1.86322256]
 [  3.58952023  53.54168509 -19.48687018]
 [ -1.86322256 -19.48687018  26.11510561]]",[0.42570944 0.45093369 0.27983397],[-0.00630498 -0.01552784 -0.0475653 ],[-0.01339019 -0.14004388  0.07269298],"[[0.06429508]
 [0.99408999]
 [0.08747128]]",[2.18308317],
9540,"[[ 16.37561922   3.77145002  -1.91436615]
 [  3.77145002  53.86769761 -19.22142367]
 [ -1.91436615 -19.22142367  25.75668317]]",[0.42566432 0.45074998 0.27930254],[-0.00524728 -0.01445632 -0.04765488],[-0.01404977 -0.14106843  0.07160552],"[[0.06350157]
 [0.99413104]
 [0.08758444]]",[2.17369509],
9541,"[[ 16.37435861   3.76656278  -1.90842185]
 [  3.76656278  53.8968043  -19.20134983]
 [ -1.90842185 -19.20134983  25.72883709]]",[0.42586626 0.45077502 0.27934055],[0.01234162 0.00146981 0.01285136],[-0.01402524 -0.14111323  0.0714985 ],"[[0.06594518]
 [0.99377005]
 [0.08984613]]",[2.16786804],
9542,"[[ 16.3725766    3.75942296  -1.90042167]
 [  3.75942296  53.93383953 -19.17589254]
 [ -1.90042167 -19.17589254  25.69358387]]",[0.42603917 0.45074144 0.27938696],[0.00717139 0.00079047 0.00109714],[-0.01399356 -0.14119974  0.07137772],"[[0.06732309]
 [0.99365703]
 [0.09007387]]",[2.1713801],
9543,"[[ 16.36990301   3.74670065  -1.89228717]
 [  3.74670065  53.94985485 -19.16673639]
 [ -1.89228717 -19.16673639  25.68024213]]",[0.42607206 0.45075561 0.2793863 ],[-0.00157816 -0.00018732 -0.00207548],[-0.01394533 -0.14125052  0.07133918],"[[0.06827781]
 [0.99357468]
 [0.09026349]]",[2.17291127],
9544,"[[ 16.36138226   3.69874797  -1.88016348]
 [  3.69874797  53.85669114 -19.24347614]
 [ -1.88016348 -19.24347614  25.7819266 ]]",[0.4260807  0.45070153 0.27934833],[ 0.00246753 -0.00604829 -0.00313132],[-0.01377189 -0.14095528  0.07165099],"[[0.06856683]
 [0.99353686]
 [0.0904605 ]]",[2.17159624],
9545,"[[ 16.36030106   3.69669154  -1.87058962]
 [  3.69669154  53.92808288 -19.19226352]
 [ -1.87058962 -19.19226352  25.71161607]]",[0.42617798 0.45060333 0.27935692],[ 0.0034714  -0.00252572  0.00083659],[-0.01376786 -0.14125837  0.07147917],"[[0.06769848]
 [0.99328507]
 [0.09381733]]",[2.16729638],
9546,"[[ 16.34932438   3.62303743  -1.87593771]
 [  3.62303743  53.57653667 -19.4563936 ]
 [ -1.87593771 -19.4563936   26.07413895]]",[0.42619311 0.45058247 0.27935378],[ 0.00097841 -0.00181408 -0.00025852],[-0.01350248 -0.1400417   0.07251085],"[[0.06588328]
 [0.99393748]
 [0.08802093]]",[2.17883861],
9547,"[[ 16.36645665   3.72303267  -1.89595798]
 [  3.72303267  53.82431595 -19.26206936]
 [ -1.89595798 -19.26206936  25.80922739]]",[0.42619127 0.45058022 0.27935199],[ 0.00035668 -0.00010446  0.00042563],[-0.01386855 -0.14089818  0.07175254],"[[0.06752453]
 [0.99363481]
 [0.09016823]]",[2.16751348],
9548,"[[ 16.33594347   3.54140733  -1.86302512]
 [  3.54140733  53.33237005 -19.63940791]
 [ -1.86302512 -19.63940791  26.33168649]]",[0.42623449 0.45054108 0.27935705],[ 0.00355252 -0.00352541  0.00020529],[-0.01321081 -0.13926408  0.07326253],"[[0.06439275]
 [0.99427071]
 [0.08531894]]",[2.18222153],
9549,"[[ 16.34773233   3.61692371  -1.86764476]
 [  3.61692371  53.62128505 -19.42623114]
 [ -1.86764476 -19.42623114  26.03098262]]",[0.42628162 0.45049214 0.27936046],[ 0.0067555  -0.00643556  0.00110885],[-0.01348994 -0.1403151   0.0724535 ],"[[0.06670378]
 [0.9938066 ]
 [0.08887655]]",[2.16901979],
9550,"[[ 16.35957959   3.68960288  -1.87546083]
 [  3.68960288  53.85857116 -19.24387788]
 [ -1.87546083 -19.24387788  25.78184925]]",[0.42633331 0.45044562 0.27936873],[ 0.00455686 -0.00351697  0.00281413],[-0.01375686 -0.14115752  0.07175173],"[[0.0680154 ]
 [0.99367662]
 [0.08933466]]",[2.16908324],
9551,"[[ 16.36967993   3.74170293  -1.89937688]
 [  3.74170293  53.87151994 -19.22447902]
 [ -1.89937688 -19.22447902  25.75880013]]",[0.42642455 0.45036851 0.27938705],[ 0.00304123 -0.00252066  0.00027035],[-0.01394288 -0.1411224   0.07163707],"[[0.06706976]
 [0.99383854]
 [0.08824169]]",[2.17258956],
9552,"[[ 16.369293     3.74028511  -1.8973545 ]
 [  3.74028511  53.88247438 -19.21684606]
 [ -1.8973545  -19.21684606  25.74823262]]",[0.42650801 0.45029791 0.27940558],[ 0.00818372 -0.00697948  0.00148657],[-0.01393394 -0.14112615  0.07158982],"[[0.06894558]
 [0.99351097]
 [0.090457  ]]",[2.16481109],
9553,"[[ 16.37767962   3.78310662  -1.91679005]
 [  3.78310662  53.89427603 -19.19992703]
 [ -1.91679005 -19.19992703  25.72804435]]",[0.42666864 0.45015969 0.27942956],[ 0.01072377 -0.00975034  0.00121106],[-0.01408684 -0.14110381  0.0714932 ],"[[0.06648289]
 [0.99393576]
 [0.08758839]]",[2.17538373],
9554,"[[ 16.37052765   3.73937205  -1.91445374]
 [  3.73937205  53.73781345 -19.32070336]
 [ -1.91445374 -19.32070336  25.8916589 ]]",[0.42684098 0.4500067  0.27946848],[ 0.0162092  -0.01340173  0.00410167],[-0.01392953 -0.14057705  0.07197151],"[[0.06608479]
 [0.99398376]
 [0.08734462]]",[2.17311601],
9555,"[[ 16.37260375   3.75551824  -1.90846253]
 [  3.75551824  53.85232227 -19.23562451]
 [ -1.90846253 -19.23562451  25.77507398]]",[0.42706362 0.44981729 0.2795198 ],[ 0.01759801 -0.01623535  0.00254417],[-0.01399371 -0.14104426  0.07167524],"[[0.06959307]
 [0.99347239]
 [0.09038487]]",[2.16076143],
9556,"[[ 16.36471067   3.7087286   -1.90221719]
 [  3.7087286   53.71391718 -19.34357277]
 [ -1.90221719 -19.34357277  25.92137215]]",[0.42733077 0.44959783 0.27958169],[ 0.02166661 -0.0187188   0.0048437 ],[-0.01382532 -0.14058919  0.07210859],"[[0.0685811 ]
 [0.99373718]
 [0.08822165]]",[2.16873716],
9557,"[[ 16.36306504   3.69785569  -1.90293699]
 [  3.69785569  53.66304942 -19.38161356]
 [ -1.90293699 -19.38161356  25.97388554]]",[0.42770746 0.44924988 0.27965912],[ 0.02853873 -0.02638714  0.00604096],[-0.01379183 -0.14047123  0.07228727],"[[0.06932505]
 [0.99365055]
 [0.08861502]]",[2.16406769],
9558,"[[ 16.3656779    3.71075077  -1.91027416]
 [  3.71075077  53.65519179 -19.38468638]
 [ -1.91027416 -19.38468638  25.97913032]]",[0.4291867  0.44790006 0.28021787],[ 0.04770218 -0.043264    0.0217636 ],[-0.01385909 -0.14063639  0.07239884],"[[0.0736023 ]
 [0.99317456]
 [0.09048205]]",[2.15146453],
9559,"[[ 16.33955095   3.55862363  -1.87599271]
 [  3.55862363  53.29573463 -19.66111997]
 [ -1.87599271 -19.66111997  26.36471442]]",[0.42966148 0.44747223 0.28044752],[ 0.0550528  -0.04929113  0.02661944],[-0.01331671 -0.13956418  0.07357378],"[[0.07436828]
 [0.99325536]
 [0.08895583]]",[2.15377974],
9560,"[[ 16.34951449   3.62568945  -1.87320873]
 [  3.62568945  53.61109918 -19.43173577]
 [ -1.87320873 -19.43173577  26.03938633]]",[0.43034662 0.44686357 0.28081019],[ 0.05807856 -0.05203353  0.02959857],[-0.01357327 -0.14080236  0.07274539],"[[0.07941609]
 [0.99239621]
 [0.09403644]]",[2.13788372],
9561,"[[ 16.34539532   3.60649503  -1.85819021]
 [  3.60649503  53.65773821 -19.40256119]
 [ -1.85819021 -19.40256119  25.99686647]]",[0.43118501 0.44610474 0.28129459],[ 0.06246989 -0.05639968  0.03756672],[-0.01351474 -0.14111615  0.07270789],"[[0.08378928]
 [0.99183315]
 [0.09615796]]",[2.13292357],
9562,"[[ 16.34094242   3.58253702  -1.84781573]
 [  3.58253702  53.64439598 -19.41638192]
 [ -1.84781573 -19.41638192  26.0146616 ]]",[0.43217682 0.44522532 0.28195673],[ 0.0601958  -0.05293064  0.04252034],[-0.01343965 -0.14122046  0.07283927],"[[0.08784796]
 [0.99123615]
 [0.09865915]]",[2.12673594],
9563,"[[ 16.33995342   3.5764715   -1.84690209]
 [  3.5764715   53.62617976 -19.43028761]
 [ -1.84690209 -19.43028761  26.03386682]]",[0.43309049 0.44441442 0.28258975],[ 0.06572922 -0.05857665  0.04528831],[-0.01342943 -0.14128397  0.07295952],"[[0.09060328]
 [0.99079207]
 [0.10060873]]",[2.12128001],
9564,"[[ 16.32565074   3.48267733  -1.84286351]
 [  3.48267733  53.24555096 -19.70853466]
 [ -1.84286351 -19.70853466  26.42879829]]",[0.43452916 0.44312597 0.28362344],[ 0.06956719 -0.06267183  0.04931264],[-0.01311013 -0.14020646  0.07419044],"[[0.09217302]
 [0.99065735]
 [0.1005094 ]]",[2.11835693],
9565,"[[ 16.33966689   3.56730204  -1.86091191]
 [  3.56730204  53.46507048 -19.54395643]
 [ -1.86091191 -19.54395643  26.19526263]]",[0.43549284 0.44226359 0.28436554],[ 0.0669196  -0.05969184  0.05550356],[-0.01343562 -0.14110563  0.07360889],"[[0.09605311]
 [0.98972298]
 [0.10593495]]",[2.10059762],
9566,"[[ 16.34146516   3.57923746  -1.86085694]
 [  3.57923746  53.51756318 -19.50550037]
 [ -1.86085694 -19.50550037  26.14097165]]",[0.43651605 0.44133674 0.28519006],[ 0.06731786 -0.06179072  0.05546763],[-0.01349455 -0.14144984  0.07354022],"[[0.09981707]
 [0.98903391]
 [0.10885071]]",[2.09395481],
9567,"[[ 16.34988722   3.62290577  -1.88327355]
 [  3.62290577  53.51336281 -19.50034818]
 [ -1.88327355 -19.50034818  26.13674997]]",[0.43749063 0.44046346 0.28598462],[ 0.06992586 -0.06308005  0.05490332],[-0.0136654  -0.1414983   0.07355422],"[[0.10163176]
 [0.98868754]
 [0.11030833]]",[2.09100439],
9568,"[[ 16.33322912   3.52250821  -1.86437438]
 [  3.52250821  53.23583411 -19.70798395]
 [ -1.86437438 -19.70798395  26.43093677]]",[0.43845385 0.43959237 0.28677866],[ 0.06917412 -0.06376328  0.05406383],[-0.01331493 -0.14074983  0.07449532],"[[0.10295187]
 [0.98856049]
 [0.11022284]]",[2.0906615],
9569,"[[ 16.33873486   3.56109594  -1.86094805]
 [  3.56109594  53.43755313 -19.56401701]
 [ -1.86094805 -19.56401701  26.22371201]]",[0.43971083 0.43844177 0.2878711 ],[ 0.06285807 -0.05733695  0.05703111],[-0.01347875 -0.14170116  0.07404982],"[[0.10945842]
 [0.98703768]
 [0.11736894]]",[2.07178533],
9570,"[[ 16.33765854   3.55637481  -1.85628521]
 [  3.55637481  53.45737284 -19.55124841]
 [ -1.85628521 -19.55124841  26.20496862]]",[0.44072522 0.43750898 0.28876571],[ 0.06903486 -0.06346092  0.06072913],[-0.01348003 -0.14197783  0.07410674],"[[0.11886836]
 [0.98530425]
 [0.12266151]]",[2.05797597],
9571,"[[ 16.33492521   3.54401221  -1.8450509 ]
 [  3.54401221  53.50097643 -19.52341192]
 [ -1.8450509  -19.52341192  26.16409836]]",[0.44157064 0.4367312  0.28949535],[ 0.0691863  -0.06340414  0.05984905],[-0.01344347 -0.14225209  0.07405797],"[[0.12302715]
 [0.98441288]
 [0.12568054]]",[2.05811224],
9572,"[[ 16.33398809   3.53976146  -1.84118689]
 [  3.53976146  53.51604177 -19.51375678]
 [ -1.84118689 -19.51375678  26.14997014]]",[0.44235487 0.43600725 0.2901763 ],[ 0.06942661 -0.06391042  0.06448289],[-0.01343811 -0.14242335  0.0740807 ],"[[0.12591869]
 [0.98375183]
 [0.12797192]]",[2.05627539],
9573,"[[ 16.33390748   3.53845155  -1.84266799]
 [  3.53845155  53.49733156 -19.5269404 ]
 [ -1.84266799 -19.5269404   26.16876096]]",[0.44327681 0.43514656 0.29100251],[ 0.07056117 -0.06627756  0.06414733],[-0.01344911 -0.14252162  0.07421891],"[[0.12875421]
 [0.98302642]
 [0.13069584]]",[2.04983998],
9574,"[[ 16.25840519   3.06995496  -1.70647368]
 [  3.06995496  52.47226845 -20.27357631]
 [ -1.70647368 -20.27357631  27.26932636]]",[0.44474021 0.4337835  0.29227688],[ 0.07178723 -0.06705752  0.06283495],[-0.01174853 -0.13957714  0.07758574],"[[0.12845576]
 [0.98274053]
 [0.13311714]]",[2.04581507],
9575,"[[ 16.25342795   3.03549767  -1.6988437 ]
 [  3.03549767  52.35844423 -20.34833187]
 [ -1.6988437  -20.34833187  27.38812781]]",[0.44590425 0.43266767 0.29329514],[ 0.07279942 -0.06976643  0.06267864],[-0.01164664 -0.13950063  0.07807279],"[[0.13177175]
 [0.98186116]
 [0.1363263 ]]",[2.03076886],
9576,"[[ 16.26694018   3.11740156  -1.73887291]
 [  3.11740156  52.40588153 -20.30704092]
 [ -1.73887291 -20.30704092  27.32717829]]",[0.44696672 0.43165859 0.29425651],[ 0.06966618 -0.06611347  0.06262473],[-0.01197391 -0.13983466  0.07799916],"[[0.1323123 ]
 [0.98183297]
 [0.13600544]]",[2.02724364],
9577,"[[ 16.33111502   3.51536389  -1.85097287]
 [  3.51536389  53.32172358 -19.65130778]
 [ -1.85097287 -19.65130778  26.3471614 ]]",[0.44834723 0.43034356 0.29549878],[ 0.06852235 -0.06553481  0.06266504],[-0.01346191 -0.14292166  0.0752537 ],"[[0.13984872]
 [0.97948682]
 [0.14507897]]",[2.0032884],
9578,"[[ 16.32639884   3.49134866  -1.83605357]
 [  3.49134866  53.34546179 -19.63947897]
 [ -1.83605357 -19.63947897  26.32813937]]",[0.44929419 0.42942037 0.29632588],[ 0.06929244 -0.06750991  0.05910493],[-0.01338351 -0.14315772  0.07528473],"[[0.14207057]
 [0.97901867]
 [0.14607667]]",[2.00790078],
9579,"[[ 16.3220527    3.46846084  -1.82334616]
 [  3.46846084  53.35481953 -19.63717329]
 [ -1.82334616 -19.63717329  26.32312777]]",[0.45008344 0.42864166 0.2970025 ],[ 0.06291847 -0.06196978  0.05471269],[-0.0133119  -0.14336718  0.07536715],"[[0.14589675]
 [0.97804689]
 [0.14878984]]",[2.00429122],
9580,"[[ 16.31855707   3.44931546  -1.81424467]
 [  3.44931546  53.34896558 -19.64452445]
 [ -1.81424467 -19.64452445  26.33247734]]",[0.45099286 0.42773276 0.29778936],[ 0.06258383 -0.06182743  0.05607263],[-0.01325805 -0.14355729  0.07550717],"[[0.14970429]
 [0.97699505]
 [0.15188582]]",[1.99805883],
9581,"[[ 16.32174606   3.4665137   -1.82306692]
 [  3.4665137   53.34845222 -19.64184579]
 [ -1.82306692 -19.64184579  26.32980173]]",[0.45164531 0.42706717 0.29833921],[ 0.06277353 -0.06370713  0.05676081],[-0.01333716 -0.14369547  0.07557058],"[[0.15684148]
 [0.97524172]
 [0.15589852]]",[1.98574417],
9582,"[[ 16.32335061   3.47633255  -1.82520843]
 [  3.47633255  53.37394492 -19.62275998]
 [ -1.82520843 -19.62275998  26.30270447]]",[0.45239658 0.42629649 0.29894138],[ 0.06912654 -0.07040989  0.05219895],[-0.01338292 -0.14387941  0.07554223],"[[0.15951014]
 [0.97445525]
 [0.15809325]]",[1.98484621],
9583,"[[ 16.32387179   3.47919427  -1.82651592]
 [  3.47919427  53.3752608  -19.62135586]
 [ -1.82651592 -19.62135586  26.3008674 ]]",[0.45335381 0.42530496 0.29971545],[ 0.06775309 -0.07019548  0.05862789],[-0.01340927 -0.14404909  0.07562324],"[[0.16277996]
 [0.97347813]
 [0.16075766]]",[1.9802121],
9584,"[[ 16.3208995    3.46091864  -1.82270169]
 [  3.46091864  53.32619713 -19.65793764]
 [ -1.82270169 -19.65793764  26.35290337]]",[0.45409344 0.42453368 0.30033064],[ 0.06643722 -0.06970028  0.05729479],[-0.01335547 -0.14403947  0.07585876],"[[0.16516869]
 [0.97274171]
 [0.16276633]]",[1.97494712],
9585,"[[ 16.2422015    2.96455567  -1.66685929]
 [  2.96455567  52.28627602 -20.40242219]
 [ -1.66685929 -20.40242219  27.47152249]]",[0.45548692 0.42307801 0.30150239],[ 0.06590805 -0.06877994  0.05525929],[-0.01153407 -0.14117741  0.0793788 ],"[[0.16516538]
 [0.97232294]
 [0.16525285]]",[1.96996632],
9586,"[[ 16.2379553    2.93522777  -1.65821275]
 [  2.93522777  52.20664107 -20.45439688]
 [ -1.65821275 -20.45439688  27.55540363]]",[0.45640752 0.42209364 0.30226656],[ 0.0659025  -0.06958221  0.05449256],[-0.01144705 -0.14120173  0.07976979],"[[0.16820055]
 [0.97133211]
 [0.16799558]]",[1.95649917],
9587,"[[ 16.24573438   2.98159711  -1.68669606]
 [  2.98159711  52.17695365 -20.46538244]
 [ -1.68669606 -20.46538244  27.57731197]]",[0.45743108 0.42099564 0.3031046 ],[ 0.06283586 -0.06735975  0.05140322],[-0.01164752 -0.14132421  0.07994742],"[[0.16880455]
 [0.97136205]
 [0.16721479]]",[1.95255514],
9588,"[[ 16.31127357   3.40109533  -1.81019079]
 [  3.40109533  53.161682   -19.77884419]
 [ -1.81019079 -19.77884419  26.52704442]]",[0.45817568 0.42019118 0.30371037],[ 0.06381025 -0.06954775  0.05033918],[-0.01322487 -0.1445      0.07690833],"[[0.17299476]
 [0.9696423 ]
 [0.17281965]]",[1.93808243],
