,D,pos,vel,des_vel,normals,dists,controller: [obstacle aware]
3205,"[[ 17.69974858  15.46341386   1.65291566]
 [ 15.46341386 156.87090824  13.72368628]
 [  1.65291566  13.72368628  26.55147608]]",[0.4473558  0.41551283 0.28376027],[ 0.10283913 -0.10463644  0.03838213],[-0.01367097 -0.13808589  0.08008184],"[[0.10863933]
 [0.98872812]
 [0.10302524]]",[1.934119],
3206,"[[ 17.85491935  16.12310744   1.85447975]
 [ 16.12310744 156.66370782  13.95631953]
 [  1.85447975  13.95631953  26.8446556 ]]",[0.44847616 0.41435591 0.28418193],[ 0.10100953 -0.10521602  0.03777075],[-0.01322566 -0.1376117   0.08093798],"[[0.11343392]
 [0.98796772]
 [0.105131  ]]",[1.92300551],
3207,"[[ 18.13991229  17.27460694   2.10230614]
 [ 17.27460694 156.33003927  14.18021462]
 [  2.10230614  14.18021462  26.92169879]]",[0.45004657 0.41271023 0.2847017 ],[ 0.1078406  -0.11341943  0.03459067],[-0.01342066 -0.13800544  0.08095743],"[[0.12174773]
 [0.98676934]
 [0.10706894]]",[1.90558723],
3208,"[[ 18.30729946  17.88361735   2.33090654]
 [ 17.88361735 156.11306373  14.41177473]
 [  2.33090654  14.41177473  27.26483725]]",[0.45168103 0.41097018 0.28518646],[ 0.10948219 -0.11710928  0.03494094],[-0.01271438 -0.13745883  0.08201698],"[[0.12624   ]
 [0.98596344]
 [0.10926823]]",[1.89381619],
3209,"[[ 18.32431025  17.86128866   2.54795638]
 [ 17.86128866 156.07909564  14.52897842]
 [  2.54795638  14.52897842  27.83012147]]",[0.45287394 0.40969085 0.2855323 ],[ 0.1066733  -0.11440394  0.03279398],[-0.01071502 -0.13587749  0.08404163],"[[0.12627263]
 [0.98578846]
 [0.11079859]]",[1.88892322],
3210,"[[ 18.60295655  18.82560554   2.78567969]
 [ 18.82560554 155.83524413  14.42883025]
 [  2.78567969  14.42883025  27.86425763]]",[0.45433402 0.40811753 0.28596303],[ 0.10106419 -0.10848196  0.02980214],[-0.0102885  -0.13579988  0.08435388],"[[0.13330533]
 [0.98491138]
 [0.11035973]]",[1.87309112],
3211,"[[ 18.85620435  19.69131866   2.94183973]
 [ 19.69131866 155.56018947  14.55292205]
 [  2.94183973  14.55292205  27.65802387]]",[0.45579281 0.40653344 0.28637554],[ 0.10496785 -0.11440659  0.02927067],[-0.01077008 -0.13700611  0.08342038],"[[0.13959091]
 [0.9839342 ]
 [0.11130083]]",[1.85792339],
3212,"[[ 19.10177767  20.48498406   3.12170667]
 [ 20.48498406 155.26122994  14.80728751]
 [  3.12170667  14.80728751  27.636517  ]]",[0.45743523 0.4047368  0.28680221],[ 0.10885322 -0.11946147  0.02898475],[-0.01112003 -0.13786043  0.08300867],"[[0.14540768]
 [0.98285384]
 [0.11337961]]",[1.84341491],
3213,"[[ 19.15820693  20.65756328   3.18478502]
 [ 20.65756328 155.17074022  14.9558671 ]
 [  3.18478502  14.9558671   27.73264434]]",[0.45798448 0.40413336 0.28693948],[ 0.109435   -0.1172652   0.03216561],[-0.01113193 -0.13790728  0.083178  ],"[[0.14669987]
 [0.98251691]
 [0.11462843]]",[1.83978982],
3214,"[[ 19.26594874  20.98165847   3.28959515]
 [ 20.98165847 155.02653345  15.12093468]
 [  3.28959515  15.12093468  27.85463637]]",[0.45874039 0.40329824 0.28713538],[ 0.10855141 -0.1198993   0.02781578],[-0.01110486 -0.1379426   0.0834243 ],"[[0.14911446]
 [0.98198321]
 [0.11607695]]",[1.83367736],
3215,"[[ 19.49290686  21.6401829    3.49712991]
 [ 21.6401829  154.75506075  15.3401353 ]
 [  3.49712991  15.3401353   28.04542943]]",[0.46010158 0.40178455 0.28751641],[ 0.10637169 -0.11867622  0.02846576],[-0.01093787 -0.13796453  0.08385888],"[[0.15402563]
 [0.98098052]
 [0.11812415]]",[1.82159121],
3216,"[[ 19.96572754  23.03712338   3.70868988]
 [ 23.03712338 154.28423352  15.31878452]
 [  3.70868988  15.31878452  28.15664759]]",[0.46093717 0.40085272 0.28773868],[ 0.10528824 -0.11737892  0.02720565],[-0.0119195  -0.13764517  0.08432287],"[[0.16423917]
 [0.97928865]
 [0.11840281]]",[1.80507961],
3217,"[[ 19.95333342  22.99305984   3.78724771]
 [ 22.99305984 154.18000522  15.7759744 ]
 [  3.78724771  15.7759744   28.41010046]]",[0.46197213 0.39969048 0.28800118],[ 0.10592734 -0.11931746  0.02614819],[-0.01194652 -0.13787739  0.08464105],"[[0.16401439]
 [0.97887533]
 [0.12207529]]",[1.80139085],
3218,"[[ 20.12144482  23.43660871   3.94156509]
 [ 23.43660871 153.96368768  15.9824783 ]
 [  3.94156509  15.9824783   28.58597248]]",[0.46302346 0.3985022  0.28825924],[ 0.10624303 -0.12036225  0.02387629],[-0.01188684 -0.13790898  0.0850243 ],"[[0.16736848]
 [0.97806888]
 [0.12397199]]",[1.79209593],
3219,"[[ 20.37633323  24.06686954   4.17168725]
 [ 24.06686954 153.71044059  16.02746124]
 [  4.17168725  16.02746124  28.89688072]]",[0.46416231 0.3972036  0.28854143],[ 0.1024129  -0.11696006  0.02501411],[-0.01128885 -0.13720199  0.08615827],"[[0.1721576 ]
 [0.97711513]
 [0.12493114]]",[1.78090555],
3220,"[[ 20.67085165  24.83055142   4.32334977]
 [ 24.83055142 153.40782078  16.08170843]
 [  4.32334977  16.08170843  28.81079507]]",[0.46506229 0.39617438 0.28877498],[ 0.09825692 -0.11293502  0.0274525 ],[-0.01168597 -0.13777592  0.08574652],"[[0.17783655]
 [0.97602383]
 [0.1255056 ]]",[1.76997094],
3221,"[[ 20.567773    24.38775577   4.55503837]
 [ 24.38775577 153.51938773  16.18991809]
 [  4.55503837  16.18991809  29.58281828]]",[0.46614139 0.39493959 0.28905764],[ 0.09744223 -0.1121594   0.02427178],[-0.00900534 -0.13573887  0.08849704],"[[0.17492417]
 [0.97631653]
 [0.12730892]]",[1.76974341],
3222,"[[ 21.26839136  26.18126709   4.77542219]
 [ 26.18126709 152.86490511  16.03622776]
 [  4.77542219  16.03622776  29.09216341]]",[0.46746089 0.3934117  0.28938959],[ 0.0999015  -0.11598981  0.02515407],[-0.01057864 -0.13730297  0.08690728],"[[0.18815551]
 [0.9740002 ]
 [0.12617893]]",[1.74729151],
3223,"[[ 21.12850207  25.73927408   4.8963751 ]
 [ 25.73927408 152.95764048  16.30035813]
 [  4.8963751   16.30035813  29.47886201]]",[0.4683025  0.3924298  0.28958683],[ 0.10401847 -0.12195783  0.02208213],[-0.00914704 -0.1367958   0.08797928],"[[0.18511086]
 [0.97426467]
 [0.12861698]]",[1.74713636],
3224,"[[ 21.38940216  26.33087309   5.04719385]
 [ 26.33087309 152.72352115  16.26085439]
 [  5.04719385  16.26085439  29.45608019]]",[0.46914585 0.39143923 0.28977859],[ 0.10598979 -0.12434132  0.02436104],[-0.00904968 -0.13699634  0.08796729],"[[0.18959322]
 [0.9734072 ]
 [0.12858007]]",[1.73777812],
3225,"[[ 21.85645794  27.36980963   5.32738643]
 [ 27.36980963 152.22981738  16.43692433]
 [  5.32738643  16.43692433  29.45049404]]",[0.47093612 0.38933186 0.29021674],[ 0.09767861 -0.11559477  0.02359375],[-0.00926239 -0.13779952  0.08769627],"[[0.19752499]
 [0.97158768]
 [0.13038889]]",[1.72061097],
3226,"[[ 22.14900943  27.98295947   5.52917708]
 [ 27.98295947 151.91355419  16.57738994]
 [  5.52917708  16.57738994  29.573033  ]]",[0.47217458 0.387867   0.29055975],[ 0.09549824 -0.11293867  0.02525471],[-0.00921477 -0.13799762  0.08796032],"[[0.20227735]
 [0.97040326]
 [0.13191429]]",[1.71024505],
3227,"[[ 22.8130304   29.42034231   5.82847725]
 [ 29.42034231 151.21434323  16.69001319]
 [  5.82847725  16.69001319  29.78537721]]",[0.47326233 0.38656969 0.29083848],[ 0.09772998 -0.11704653  0.02561621],[-0.01020634 -0.13776785  0.08850339],"[[0.21323014]
 [0.96782524]
 [0.13359347]]",[1.6926587],
3228,"[[ 22.9848038   29.75712809   6.03463165]
 [ 29.75712809 150.89399485  17.19817335]
 [  6.03463165  17.19817335  30.13371944]]",[0.47468144 0.38486911 0.2911933 ],[ 0.10275266 -0.12321482  0.02742953],[-0.01044209 -0.13801005  0.08899708],"[[0.21600398]
 [0.96658506]
 [0.13804201]]",[1.68435352],
3229,"[[ 23.20941605  30.17747484   6.19124869]
 [ 30.17747484 150.65560076  17.28558532]
 [  6.19124869  17.28558532  30.24967669]]",[0.47548135 0.38389868 0.2914008 ],[ 0.09710799 -0.11780277  0.02618409],[-0.01032525 -0.13804342  0.08928359],"[[0.21933597]
 [0.96568035]
 [0.13911575]]",[1.6770066],
3230,"[[ 23.43052699  30.58321624   6.34505244]
 [ 30.58321624 150.42022831  17.37356527]
 [  6.34505244  17.37356527  30.36355517]]",[0.47625424 0.38296287 0.29161179],[ 0.09441062 -0.11472931  0.02633532],[-0.01021369 -0.13808228  0.08955743],"[[0.22256628]
 [0.96478523]
 [0.1401917 ]]",[1.66997614],
3231,"[[ 23.74241162  31.14890128   6.59920642]
 [ 31.14890128 150.02329949  17.68841245]
 [  6.59920642  17.68841245  30.64342422]]",[0.47766752 0.38124352 0.29199343],[ 0.09417216 -0.11553718  0.02439253],[-0.01023166 -0.138231    0.09007102],"[[0.22714462]
 [0.9632595 ]
 [0.14330548]]",[1.65894097],
3232,"[[ 23.9292697   31.39253002   6.84832522]
 [ 31.39253002 149.86570208  17.69567354]
 [  6.84832522  17.69567354  31.17166889]]",[0.47854374 0.38016984 0.29220808],[ 0.09736113 -0.11981591  0.02164507],[-0.00896092 -0.13694395  0.09199955],"[[0.22934098]
 [0.962574  ]
 [0.1444092 ]]",[1.65195153],
3233,"[[ 24.45985839  32.26447154   7.20225407]
 [ 32.26447154 149.39993146  17.62709191]
 [  7.20225407  17.62709191  31.48999031]]",[0.47987103 0.37852082 0.29249416],[ 0.10206919 -0.12703681  0.02155808],[-0.00812617 -0.13632209  0.09324571],"[[0.23641141]
 [0.96076791]
 [0.14503337]]",[1.63672477],
3234,"[[ 25.02492754  33.21414304   7.484449  ]
 [ 33.21414304 148.86635329  17.63514465]
 [  7.484449    17.63514465  31.44547546]]",[0.48137961 0.37663429 0.2928263 ],[ 0.09732191 -0.12197929  0.02043624],[-0.00812373 -0.13698244  0.0930962 ],"[[0.24400896]
 [0.95876097]
 [0.1457293 ]]",[1.62172259],
3235,"[[ 25.22051668  33.5250717    7.61006837]
 [ 33.5250717  148.66697045  17.68622662]
 [  7.61006837  17.68622662  31.53300933]]",[0.48196615 0.37589661 0.2929624 ],[ 0.09545852 -0.12038946  0.02214008],[-0.0080236  -0.13701839  0.09332344],"[[0.24656232]
 [0.95799093]
 [0.14649367]]",[1.61629038],
3236,"[[ 25.68317892  34.33112738   7.76928868]
 [ 34.33112738 148.16456     17.82798467]
 [  7.76928868  17.82798467  31.27393002]]",[0.48293576 0.37467587 0.29319455],[ 0.09552713 -0.12042706  0.02314808],[-0.00892918 -0.1383624   0.09210295],"[[0.25293165]
 [0.95614536]
 [0.1476876 ]]",[1.60527056],
3237,"[[ 25.66025595  34.06375091   8.11990798]
 [ 34.06375091 148.17192767  18.11104965]
 [  8.11990798  18.11104965  32.00599509]]",[0.48453457 0.37264274 0.29357531],[ 0.09982749 -0.12742369  0.02457568],[-0.00651561 -0.13734617  0.09432402],"[[0.25153778]
 [0.9559601 ]
 [0.15122509]]",[1.59906325],
3238,"[[ 26.61797039  35.68719028   8.32314239]
 [ 35.68719028 147.2990832   17.85647295]
 [  8.32314239  17.85647295  31.54057517]]",[0.48555258 0.37133405 0.2938044 ],[ 0.10157443 -0.13009413  0.02397965],[-0.00805952 -0.13854487  0.09300527],"[[0.26425643]
 [0.95278504]
 [0.14956337]]",[1.58216904],
3239,"[[ 26.27386757  35.10611305   8.30127944]
 [ 35.10611305 147.55144498  18.14262551]
 [  8.30127944  18.14262551  31.7226471 ]]",[0.48671988 0.36983409 0.29409033],[ 0.09530396 -0.12277398  0.02300081],[-0.00759824 -0.13874292  0.09331502],"[[0.25977883]
 [0.95367933]
 [0.15169274]]",[1.58013316],
3240,"[[ 26.38414141  35.28018588   8.36105205]
 [ 35.28018588 147.43558299  18.15874386]
 [  8.36105205  18.15874386  31.80840528]]",[0.48753566 0.36878459 0.29432904],[ 0.09117646 -0.11802633  0.02351818],[-0.00764704 -0.13862795  0.09361051],"[[0.26120806]
 [0.95322959]
 [0.15206478]]",[1.57257373],
3241,"[[ 26.45226604  35.38359242   8.4041759 ]
 [ 35.38359242 147.36080381  18.18288891]
 [  8.4041759   18.18288891  31.86231564]]",[0.48798325 0.36820593 0.29447253],[ 0.0883834  -0.11445754  0.02737573],[-0.007654   -0.13858724  0.09376496],"[[0.26207275]
 [0.95293684]
 [0.15241145]]",[1.56849533],
3242,"[[ 27.27410844  36.44891452   9.03222383]
 [ 36.44891452 146.56573239  18.36915399]
 [  9.03222383  18.36915399  32.45475548]]",[0.48937473 0.36640134 0.29487703],[ 0.09664541 -0.1259891   0.02432126],[-0.00621895 -0.1380894   0.09542996],"[[0.27142947]
 [0.94973116]
 [0.15600244]]",[1.55261015],
3243,"[[ 29.08256477  38.97826428   9.8044603 ]
 [ 38.97826428 144.80028291  18.42482348]
 [  9.8044603   18.42482348  32.53226789]]",[0.49185707 0.36312854 0.29554017],[ 0.09727689 -0.12943865  0.02902253],[-0.00704334 -0.1392346   0.0954077 ],"[[0.29263743]
 [0.9429442 ]
 [0.15880672]]",[1.5241696],
3244,"[[ 29.95334398  40.05554153  10.37059622]
 [ 40.05554153 143.80738011  18.86145253]
 [ 10.37059622  18.86145253  32.99031544]]",[0.49358667 0.36083219 0.29606327],[ 0.09000552 -0.11972507  0.02647727],[-0.00714389 -0.13968965  0.09610137],"[[0.30230141]
 [0.93897643]
 [0.16412532]]",[1.50864509],
3245,"[[ 30.0043054   40.07890978  10.52945859]
 [ 40.07890978 143.65818684  19.15527522]
 [ 10.52945859  19.15527522  33.2201681 ]]",[0.49441989 0.35972252 0.29630272],[ 0.09491291 -0.12692834  0.0282183 ],[-0.00698937 -0.13998933  0.09641891],"[[0.3028129 ]
 [0.93831858]
 [0.16692092]]",[1.50497769],
3246,"[[ 30.40456747  40.52056004  10.81075513]
 [ 40.52056004 143.26507658  19.21094378]
 [ 10.81075513  19.21094378  33.5600065 ]]",[0.49537017 0.35842699 0.2965606 ],[ 0.09585683 -0.13097222  0.02529414],[-0.00649016 -0.13958273  0.09745818],"[[0.30693417]
 [0.93668498]
 [0.16856053]]",[1.49493435],
3247,"[[ 31.17922896  41.38657883  11.24204438]
 [ 41.38657883 142.53789882  19.22146616]
 [ 11.24204438  19.22146616  33.8652608 ]]",[0.49705088 0.35613244 0.29703693],[ 0.08855801 -0.12161766  0.02669664],[-0.00597113 -0.13952871  0.09843493],"[[0.31484809]
 [0.93372972]
 [0.17035109]]",[1.47897393],
3248,"[[ 31.90654979  42.25037867  11.53162122]
 [ 42.25037867 141.79626338  19.3082183 ]
 [ 11.53162122  19.3082183   33.80410307]]",[0.49825604 0.35449177 0.2974496 ],[ 0.08466642 -0.11513085  0.0305363 ],[-0.00652545 -0.14038887  0.09791867],"[[0.32250013]
 [0.93083185]
 [0.17188874]]",[1.46669281],
3249,"[[ 31.53912634  41.55930165  11.77067491]
 [ 41.55930165 142.21593062  19.42015874]
 [ 11.77067491  19.42015874  34.57070838]]",[0.49894005 0.35355    0.29768263],[ 0.08379745 -0.11534956  0.0290164 ],[-0.00369733 -0.13894724  0.10051299],"[[0.31751445]
 [0.93213064]
 [0.1741179 ]]",[1.46685384],
3250,"[[ 32.46459828  42.52325394  12.18457661]
 [ 42.52325394 141.47643831  19.16327427]
 [ 12.18457661  19.16327427  34.6927884 ]]",[0.50013872 0.35188537 0.29805401],[ 0.09423421 -0.13068516  0.02978063],[-0.00284254 -0.13883703  0.10128575],"[[0.32639493]
 [0.92911269]
 [0.17382739]]",[1.45313116],
3251,"[[ 33.0624215   43.19613285  12.35283383]
 [ 43.19613285 140.92126601  19.13619501]
 [ 12.35283383  19.13619501  34.40782974]]",[0.50099834 0.3506767  0.29829609],[ 0.09465908 -0.13405809  0.0266677 ],[-0.00329224 -0.13998761  0.10028245],"[[0.33236952]
 [0.92697267]
 [0.17393151]]",[1.44372866],
3252,"[[ 33.4925862   43.62409584  12.59290075]
 [ 43.62409584 140.49455698  19.19878357]
 [ 12.59290075  19.19878357  34.55421282]]",[0.50183233 0.34950004 0.29854381],[ 0.08889349 -0.12599931  0.0271478 ],[-0.00314216 -0.14017384  0.10061203],"[[0.33650102]
 [0.92520794]
 [0.17537768]]",[1.43605356],
3253,"[[ 34.27469242  44.42754456  12.96089793]
 [ 44.42754456 139.65972236  19.42239253]
 [ 12.96089793  19.42239253  34.52585894]]",[0.50338429 0.34731663 0.29908763],[ 0.08576217 -0.12018323  0.02968414],[-0.00359805 -0.14151708  0.09997543],"[[0.34412847]
 [0.92184895]
 [0.17824172]]",[1.4224388],
3254,"[[ 35.44373959  45.72190335  13.33629444]
 [ 45.72190335 138.43915066  19.4330501 ]
 [ 13.33629444  19.4330501   34.67930243]]",[0.50428394 0.34605028 0.29937665],[ 0.09138162 -0.1276205   0.02849242],[-0.00508709 -0.14163339  0.10014206],"[[0.35589584]
 [0.91701276]
 [0.18007151]]",[1.40992407],
3255,"[[ 35.51654351  45.73442989  13.65482716]
 [ 45.73442989 138.11895409  20.01027477]
 [ 13.65482716  20.01027477  35.1688316 ]]",[0.50562202 0.3441292  0.29974235],[ 0.0985245  -0.14314039  0.02501569],[-0.00515588 -0.14214838  0.10071449],"[[0.35674352]
 [0.91554282]
 [0.18578321]]",[1.40237066],
3256,"[[ 35.58983231  45.55931325  14.11601526]
 [ 45.55931325 138.02466985  20.2832717 ]
 [ 14.11601526  20.2832717   35.96668641]]",[0.50703609 0.34206548 0.30012803],[ 0.09247515 -0.13473183  0.02670698],[-0.00296594 -0.14153658  0.1029805 ],"[[0.35654895]
 [0.91471902]
 [0.19016298]]",[1.3932343],
3257,"[[ 37.33882674  47.35551924  14.45604596]
 [ 47.35551924 136.43764547  19.88283889]
 [ 14.45604596  19.88283889  35.4898852 ]]",[0.5080754  0.3405648  0.30044621],[ 0.08361033 -0.12189989  0.02754426],[-0.00478045 -0.14262978  0.10170686],"[[0.37295368]
 [0.90852501]
 [0.18838222]]",[1.37752456],
3258,"[[ 37.7458591   47.68135742  14.74358557]
 [ 47.68135742 135.95702568  20.0782288 ]
 [ 14.74358557  20.0782288   35.73463848]]",[0.5089941  0.33923013 0.30072848],[ 0.08225593 -0.12060969  0.02395168],[-0.00478894 -0.14293571  0.10204136],"[[0.37658301]
 [0.90644952]
 [0.19114003]]",[1.37053412],
3259,"[[ 38.56707802  48.28243803  15.28467059]
 [ 48.28243803 135.11656752  20.25280882]
 [ 15.28467059  20.25280882  36.15091975]]",[0.51081525 0.3365112  0.30114906],[ 0.09347148 -0.14015781  0.0189361 ],[-0.00418684 -0.14338295  0.1029716 ],"[[0.38347355]
 [0.90274177]
 [0.19494956]]",[1.35518653],
3260,"[[ 38.83961342  48.1993554   15.83612691]
 [ 48.1993554  135.03423798  20.14767181]
 [ 15.83612691  20.14767181  37.15182449]]",[0.51210727 0.33456961 0.30143524],[ 0.09147769 -0.13397948  0.02628313],[-0.0008515  -0.14172393  0.10664999],"[[0.38453553]
 [0.90174387]
 [0.19745994]]",[1.34557874],
3261,"[[ 39.83538064  48.97097437  16.13869412]
 [ 48.97097437 134.29370771  19.77299731]
 [ 16.13869412  19.77299731  37.06012114]]",[0.51301847 0.33318435 0.30167327],[ 0.08102591 -0.12365273  0.02143294],[-0.00022958 -0.14195018  0.10694925],"[[0.39253841]
 [0.89859665]
 [0.19605523]]",[1.33500452],
3262,"[[ 40.7426874   49.7060762   16.38686067]
 [ 49.7060762  133.43885858  19.7677071 ]
 [ 16.38686067  19.7677071   36.69059068]]",[0.51411101 0.33152749 0.30195951],[ 0.08627455 -0.13098926  0.02013517],[-0.00087531 -0.14359804  0.1055151 ],"[[0.40010616]
 [0.89511846]
 [0.19666726]]",[1.32383042],
3263,"[[ 42.42418965  51.10464204  16.84760272]
 [ 51.10464204 131.75160841  19.70588477]
 [ 16.84760272  19.70588477  36.54568689]]",[0.5155861  0.32926974 0.30228195],[ 0.09350694 -0.14389153  0.01987777],[-0.00267301 -0.14485674  0.10464251],"[[0.4144725 ]
 [0.88818668]
 [0.1983355 ]]",[1.30772605],
3264,"[[ 41.91930435  50.57082648  17.08001247]
 [ 50.57082648 131.99815103  20.33805332]
 [ 17.08001247  20.33805332  36.98686186]]",[0.51649372 0.32784035 0.30247198],[ 0.08866669 -0.13980668  0.0196768 ],[-0.00194328 -0.14558036  0.10497111],"[[0.41019241]
 [0.88890891]
 [0.20391942]]",[1.30332873],
3265,"[[ 42.77972502  51.11736849  17.49520133]
 [ 51.11736849 131.26931917  20.17910561]
 [ 17.49520133  20.17910561  37.29959735]]",[0.51771581 0.32595562 0.30279569],[ 0.07711648 -0.11877956  0.02322257],[-0.00115857 -0.14544942  0.10621705],"[[0.41678604]
 [0.88557154]
 [0.20506695]]",[1.2929877],
3266,"[[ 43.57365245  51.63113377  17.82529478]
 [ 51.63113377 130.57433941  20.0682421 ]
 [ 17.82529478  20.0682421   37.42147036]]",[0.51854478 0.32467005 0.3030364 ],[ 0.07473503 -0.11732203  0.02360951],[-0.00082786 -0.14566382  0.10664215],"[[0.42287929]
 [0.88246778]
 [0.20597021]]",[1.28434892],
3267,"[[ 45.13251374  52.84678898  18.14445097]
 [ 52.84678898 129.07141793  19.81071358]
 [ 18.14445097  19.81071358  37.27975621]]",[0.51927727 0.32351184 0.30321322],[ 0.08347423 -0.13319721  0.01758728],[-0.00256266 -0.14611601  0.10613743],"[[0.4356552 ]
 [0.87625543]
 [0.20586636]]",[1.27475319],
3268,"[[ 45.36227857  52.90736291  18.53606231]
 [ 52.90736291 128.64009427  20.2194693 ]
 [ 18.53606231  20.2194693   37.73906311]]",[0.52054054 0.32149085 0.3034458 ],[ 0.09073547 -0.14438171  0.01515163],[-0.00248981 -0.1467054   0.10673498],"[[0.43752477]
 [0.87412526]
 [0.21089594]]",[1.26562881],
3269,"[[ 45.80448204  53.15384242  18.81259578]
 [ 53.15384242 128.15124448  20.3185205 ]
 [ 18.81259578  20.3185205   37.96288033]]",[0.52135067 0.32018577 0.30359912],[ 0.08935292 -0.14418926  0.01784275],[-0.00248197 -0.14701358  0.10714334],"[[0.44093374]
 [0.87186679]
 [0.21313312]]",[1.25832085],
3270,"[[ 45.98697602  52.98378246  19.2964345 ]
 [ 52.98378246 128.17223823  20.17596255]
 [ 19.2964345   20.17596255  38.85779982]]",[0.52242142 0.31845479 0.30385564],[ 0.08000868 -0.12924563  0.01984754],[ 0.00065197 -0.14569052  0.11056809],"[[0.44128446]
 [0.87113761]
 [0.21537711]]",[1.25026003],
3271,"[[ 47.32914994  53.74018397  19.70681912]
 [ 53.74018397 127.16609922  19.71470112]
 [ 19.70681912  19.71470112  38.85293847]]",[0.52353932 0.31664452 0.30413723],[ 0.078627   -0.12834944  0.01958575],[ 0.00155788 -0.1459108   0.11125661],"[[0.45078785]
 [0.86651521]
 [0.21434018]]",[1.23833749],
3272,"[[ 49.50828356  55.17503643  20.09034401]
 [ 55.17503643 125.05422097  19.53202726]
 [ 20.09034401  19.53202726  38.13047026]]",[0.52492415 0.31436318 0.30444535],[ 0.08787007 -0.14570613  0.01928085],[-0.00112486 -0.1484318   0.10843102],"[[0.46729483]
 [0.8576871 ]
 [0.21449563]]",[1.22261421],
3273,"[[ 49.44740214  54.92749319  20.51474885]
 [ 54.92749319 124.95862635  20.00128417]
 [ 20.51474885  20.00128417  38.57197927]]",[0.52630712 0.31206427 0.30476298],[ 0.08280303 -0.13710091  0.02169055],[-6.94177255e-05 -1.49460805e-01  1.08948380e-01],"[[0.4664842 ]
 [0.85675104]
 [0.21993216]]",[1.21318822],
3274,"[[ 50.39398779  55.3972579   20.87140704]
 [ 55.3972579  124.11502037  19.87318127]
 [ 20.87140704  19.87318127  38.66569574]]",[0.52723754 0.31053848 0.30506915],[ 0.07459007 -0.12185422  0.02784467],[ 8.39201254e-05 -1.49911665e-01  1.09228478e-01],"[[0.47312406]
 [0.85280934]
 [0.22106526]]",[1.20530652],
3275,"[[ 51.24325245  55.77001218  21.26220861]
 [ 55.77001218 123.34308241  19.79844389]
 [ 21.26220861  19.79844389  38.87173749]]",[0.52821324 0.30889555 0.30538812],[ 0.07528651 -0.12991085  0.02199774],[ 0.00045082 -0.15027801  0.10979323],"[[0.47896958]
 [0.84907185]
 [0.22285676]]",[1.19671287],
3276,"[[ 53.24834363  56.83605599  21.82288104]
 [ 56.83605599 121.44746946  19.4671542 ]
 [ 21.82288104  19.4671542   39.00360664]]",[0.52952951 0.30666041 0.3057039 ],[ 0.0916615  -0.15557872  0.02124736],[-0.00067199 -0.15068989  0.1101706 ],"[[0.49330755]
 [0.84046648]
 [0.22419579]]",[1.18345821],
3277,"[[ 53.21188314  56.56415131  22.36133532]
 [ 56.56415131 121.32463984  19.89575999]
 [ 22.36133532  19.89575999  39.70729692]]",[0.53096323 0.30418157 0.30604076],[ 0.08296926 -0.14507327  0.02152186],[ 0.00077834 -0.15129988  0.1115725 ],"[[0.49272058]
 [0.83913705]
 [0.23038105]]",[1.17219558],
3278,"[[ 54.53530668  57.07811242  22.88998177]
 [ 57.07811242 120.19443312  19.6417639 ]
 [ 22.88998177  19.6417639   39.94850356]]",[0.53222095 0.30202101 0.3064308 ],[ 0.07439825 -0.12782727  0.02316848],[ 0.00142875 -0.15169773  0.11248706],"[[0.50144812]
 [0.83350735]
 [0.23198122]]",[1.16054329],
3279,"[[ 56.98928058  58.26432693  23.39622993]
 [ 58.26432693 117.8929194   19.20592578]
 [ 23.39622993  19.20592578  39.70523516]]",[0.53337871 0.3000211  0.30678637],[ 0.07854107 -0.13767863  0.0216531 ],[-0.00060767 -0.15275414  0.11154825],"[[0.51828566]
 [0.82307806]
 [0.23221215]]",[1.14968259],
3280,"[[ 57.35015132  58.28426792  23.86935006]
 [ 58.28426792 117.3302713   19.5280624 ]
 [ 23.86935006  19.5280624   40.17002121]]",[0.53454693 0.29793806 0.30707086],[ 0.08467523 -0.15136647  0.02090367],[-0.00058197 -0.15352329  0.11207197],"[[0.52079827]
 [0.82001415]
 [0.23737302]]",[1.14072621],
3281,"[[ 58.05626369  58.49400526  24.24164565]
 [ 58.49400526 116.60281784  19.54846964]
 [ 24.24164565  19.54846964  40.40282154]]",[0.53545561 0.29632677 0.30731177],[ 0.07924801 -0.14069736  0.02071974],[-0.00060039 -0.15407779  0.11246234],"[[0.52543758]
 [0.81630205]
 [0.2399298 ]]",[1.13328638],
3282,"[[ 59.50902451  58.97340914  24.79609019]
 [ 58.97340914 115.22043693  19.38962901]
 [ 24.79609019  19.38962901  40.61569246]]",[0.53664308 0.29421144 0.30772834],[ 0.07156122 -0.1279271   0.02754949],[-0.00084534 -0.15478857  0.1127994 ],"[[0.53484189]
 [0.80939304]
 [0.24254292]]",[1.12338329],
3283,"[[ 59.30029771  58.60228789  25.22598538]
 [ 58.60228789 115.49488565  19.50863027]
 [ 25.22598538  19.50863027  41.30395447]]",[0.53762345 0.29244324 0.3080555 ],[ 0.07816625 -0.14126856  0.0249731 ],[ 0.00179218 -0.15470641  0.11495966],"[[0.53283655]
 [0.80958032]
 [0.24630248]]",[1.11550451],
