,D,eigen_values_obs,pos,vel,des_vel,normals,dists
2427,"[[ 1.27723170e+01 -4.63254805e-03 -1.18005554e+00]
 [-4.63254805e-03  5.99931919e+01  5.60464381e-01]
 [-1.18005554e+00  5.60464381e-01  1.38094373e+01]]","[[60.          0.          0.        ]
 [ 0.         14.57494608  0.        ]
 [ 0.          0.         12.        ]]",[0.43439306 0.35521994 0.16895993],[ 0.09414114 -0.10994247  0.0088774 ],[-0.0317167  -0.14563665  0.04677982],"[[-4.01496365e-04]
 [ 9.99926189e-01]
 [ 1.21431039e-02]]",[2.8372056]
2428,"[[12.77644869 -0.06985262 -1.19717268]
 [-0.06985262 59.99234297  0.58845692]
 [-1.19717268  0.58845692 13.85068531]]","[[60.          0.          0.        ]
 [ 0.         14.61947697  0.        ]
 [ 0.          0.         12.        ]]",[0.43524635 0.35422398 0.16904532],[ 0.09594416 -0.11344082  0.00730141],[-0.0315358  -0.14529702  0.04713959],"[[-0.00180348]
 [ 0.99991649]
 [ 0.01279687]]",[2.81132027]
2429,"[[ 1.27548518e+01 -1.76511350e-02 -1.20794791e+00]
 [-1.76511350e-02  5.99833247e+01  8.75397746e-01]
 [-1.20794791e+00  8.75397746e-01  1.39479694e+01]]","[[60.          0.          0.        ]
 [ 0.         14.68614597  0.        ]
 [ 0.          0.         12.        ]]",[0.43581957 0.35354702 0.16910085],[ 0.09515445 -0.11274423  0.00864827],[-0.03120583 -0.14525012  0.04735966],"[[-8.60040899e-04]
 [ 9.99818581e-01]
 [ 1.90279952e-02]]",[2.80029068]
2430,"[[ 1.27530108e+01 -1.73374141e-02 -1.22451546e+00]
 [-1.73374141e-02  5.99833464e+01  8.74275739e-01]
 [-1.22451546e+00  8.74275739e-01  1.40061760e+01]]","[[60.         0.         0.       ]
 [ 0.        14.7425332  0.       ]
 [ 0.         0.        12.       ]]",[0.43716515 0.35195985 0.16921464],[ 0.09556779 -0.11352729  0.00625227],[-0.03107857 -0.14466363  0.04797523],"[[-8.60040899e-04]
 [ 9.99818581e-01]
 [ 1.90279952e-02]]",[2.76064373]
2431,"[[12.73216647  0.22487779 -1.27223589]
 [ 0.22487779 59.96056153  1.33013203]
 [-1.27223589  1.33013203 14.27251449]]","[[60.         0.         0.       ]
 [ 0.        14.9652425  0.       ]
 [ 0.         0.        12.       ]]",[0.43824909 0.35071097 0.16930516],[ 0.08835663 -0.10063378  0.00731869],[-0.03117456 -0.14366653  0.04935159],"[[0.00397588]
 [0.99957251]
 [0.02896519]]",[2.73286784]
2432,"[[12.73114466  0.21832343 -1.29083834]
 [ 0.21832343 59.96062372  1.32903121]
 [-1.29083834  1.32903121 14.3403516 ]]","[[60.          0.          0.        ]
 [ 0.         15.03211999  0.        ]
 [ 0.          0.         12.        ]]",[0.4390169  0.34984444 0.16937018],[ 0.08274344 -0.09401984  0.00671276],[-0.03107435 -0.1432106   0.05006761],"[[0.0038252 ]
 [0.99957248]
 [0.02898676]]",[2.69897847]
2433,"[[12.77668178 -0.08980789 -1.26660168]
 [-0.08980789 59.99527864  0.45460757]
 [-1.26660168  0.45460757 14.067535  ]]","[[60.          0.          0.        ]
 [ 0.         14.83949543  0.        ]
 [ 0.          0.         12.        ]]",[0.43978371 0.3489692  0.16943944],[ 0.08884946 -0.1010498   0.00896582],[-0.03113837 -0.14287373  0.04983939],"[[-0.00216872]
 [ 0.99994808]
 [ 0.00995659]]",[2.65696863]
2434,"[[12.72894932  0.28054431 -1.2760342 ]
 [ 0.28054431 59.965754    1.22740081]
 [-1.2760342   1.22740081 14.29542106]]","[[60.          0.          0.        ]
 [ 0.         14.99012438  0.        ]
 [ 0.          0.         12.        ]]",[0.44115992 0.34732931 0.16952961],[ 0.09487724 -0.11470573  0.00460851],[-0.03126521 -0.14341628  0.05001234],"[[0.00521188]
 [0.99962991]
 [0.02669964]]",[2.64661768]
2435,"[[12.72107638  0.28399219 -1.29235884]
 [ 0.28399219 59.96617942  1.21771546]
 [-1.29235884  1.21771546 14.37855131]]","[[60.          0.          0.        ]
 [ 0.         15.06580711  0.        ]
 [ 0.          0.         12.        ]]",[0.44242257 0.34577759 0.16958986],[ 0.09705512 -0.11941071  0.00478044],[-0.03098553 -0.14262479  0.05082831],"[[0.00527928]
 [0.99963401]
 [0.02653241]]",[2.60643079]
2436,"[[12.72285568  0.2123954  -1.33352201]
 [ 0.2123954  59.96090965  1.32240398]
 [-1.33352201  1.32240398 14.52142768]]","[[60.          0.          0.        ]
 [ 0.         15.20519301  0.        ]
 [ 0.          0.         12.        ]]",[0.44365629 0.34428692 0.16967046],[ 0.0929206  -0.11351003  0.00561914],[-0.03067095 -0.14175023  0.05183113],"[[0.00367386]
 [0.9995739 ]
 [0.0289574 ]]",[2.56460135]
2437,"[[12.7203597   0.21267331 -1.34514555]
 [ 0.21267331 59.96125044  1.31577174]
 [-1.34514555  1.31577174 14.57307895]]","[[60.          0.          0.        ]
 [ 0.         15.25468909  0.        ]
 [ 0.          0.         12.        ]]",[0.44448931 0.34328267 0.16972131],[ 0.09206182 -0.11141607  0.00561268],[-0.03056105 -0.14133457  0.05233578],"[[0.00367568]
 [0.99957718]
 [0.02884349]]",[2.53567959]
2438,"[[12.72005409  0.21169629 -1.35084567]
 [ 0.21169629 59.963809    1.2705442 ]
 [-1.35084567  1.2705442  14.59229264]]","[[60.          0.          0.        ]
 [ 0.         15.27615573  0.        ]
 [ 0.          0.         12.        ]]",[0.44543197 0.34214307 0.16978209],[ 0.09381041 -0.11519719  0.00565968],[-0.03052544 -0.14108343  0.05266738],"[[0.00367974]
 [0.99960505]
 [0.02786028]]",[2.50522395]
2439,"[[12.66092924  0.62978099 -1.21813383]
 [ 0.62978099 59.99156953  0.06499725]
 [-1.21813383  0.06499725 14.27679851]]","[[60.          0.          0.        ]
 [ 0.         14.92929728  0.        ]
 [ 0.          0.         12.        ]]",[0.44657513 0.34072946 0.16984205],[ 0.09288414 -0.11466055  0.00530499],[-0.03023812 -0.13948438  0.05286836],"[[0.01327496]
 [0.99991131]
 [0.00106775]]",[2.48003599]
2440,"[[ 1.27445884e+01 -2.83760605e-02 -1.33599387e+00]
 [-2.83760605e-02  5.99950947e+01  4.71127917e-01]
 [-1.33599387e+00  4.71127917e-01  1.44008151e+01]]","[[60.          0.          0.        ]
 [ 0.         15.14049815  0.        ]
 [ 0.          0.         12.        ]]",[0.44739744 0.33972357 0.16989869],[ 0.09307526 -0.11146198  0.00787868],[-0.03016053 -0.13956313  0.05288418],"[[-8.93276557e-04]
 [ 9.99945960e-01]
 [ 1.03575507e-02]]",[2.45813351]
2441,"[[ 1.27453344e+01 -2.48264026e-02 -1.34584247e+00]
 [-2.48264026e-02  5.99947853e+01  4.85932110e-01]
 [-1.34584247e+00  4.85932110e-01  1.44342277e+01]]","[[60.          0.          0.        ]
 [ 0.         15.17434742  0.        ]
 [ 0.          0.         12.        ]]",[0.44818451 0.3387736  0.16996122],[ 0.0860454  -0.10276176  0.00688934],[-0.03013723 -0.13925423  0.0531294 ],"[[-8.29754083e-04]
 [ 9.99942534e-01]
 [ 1.06883057e-02]]",[2.43999265]
2442,"[[ 1.27365262e+01 -2.63286257e-02 -1.37123495e+00]
 [-2.63286257e-02  5.99949372e+01  4.77986332e-01]
 [-1.37123495e+00  4.77986332e-01  1.45567444e+01]]","[[60.         0.         0.       ]
 [ 0.        15.2882078  0.       ]
 [ 0.         0.        12.       ]]",[0.44937956 0.33734305 0.17007395],[ 0.08754271 -0.10509851  0.00793927],[-0.02979437 -0.13815691  0.0542256 ],"[[-8.62931220e-04]
 [ 9.99944041e-01]
 [ 1.05437619e-02]]",[2.40100531]
2443,"[[ 1.27237662e+01  3.73138111e-02 -1.38230337e+00]
 [ 3.73138111e-02  5.99966240e+01  3.90511717e-01]
 [-1.38230337e+00  3.90511717e-01  1.46444704e+01]]","[[60.          0.          0.        ]
 [ 0.         15.36486062  0.        ]
 [ 0.          0.         12.        ]]",[0.45028041 0.33621005 0.17013901],[ 0.09234145 -0.11664392  0.00812976],[-0.0295968  -0.13716778  0.05522114],"[[5.37984544e-04]
 [9.99962932e-01]
 [8.59329805e-03]]",[2.36817632]
2444,"[[12.64400543  0.63471552 -1.26517892]
 [ 0.63471552 59.99139514  0.08359821]
 [-1.26517892  0.08359821 14.52287847]]","[[60.          0.          0.        ]
 [ 0.         15.15827904  0.        ]
 [ 0.          0.         12.        ]]",[0.45114066 0.33510394 0.1701919 ],[ 0.09632966 -0.12335406  0.00546808],[-0.02954989 -0.13729859  0.05501346],"[[0.01336268]
 [0.99990964]
 [0.00146633]]",[2.35748339]
2445,"[[12.58897037  0.82818415 -1.16408359]
 [ 0.82818415 59.95276884 -1.20287217]
 [-1.16408359 -1.20287217 14.3048048 ]]","[[60.          0.          0.        ]
 [ 0.         14.84654401  0.        ]
 [ 0.          0.         12.        ]]",[0.45238093 0.33354709 0.17029178],[ 0.09391808 -0.11811193  0.00619298],[-0.02852489 -0.13519265  0.05549667],"[[ 0.01811637]
 [ 0.9994774 ]
 [-0.02677158]]",[2.32129462]
2446,"[[12.61898905  0.62586377 -1.25461529]
 [ 0.62586377 59.99135133  0.1481565 ]
 [-1.25461529  0.1481565  14.58533217]]","[[60.          0.          0.        ]
 [ 0.         15.19567254  0.        ]
 [ 0.          0.         12.        ]]",[0.4532047  0.33254387 0.17036935],[ 0.09133552 -0.10875173  0.00942176],[-0.02886603 -0.13677155  0.05528958],"[[0.0131312 ]
 [0.99990958]
 [0.00289925]]",[2.32695815]
2447,"[[12.58647151  0.62417656 -1.29639507]
 [ 0.62417656 59.9914194   0.14505251]
 [-1.29639507  0.14505251 14.91480701]]","[[60.          0.          0.        ]
 [ 0.         15.49269793  0.        ]
 [ 0.          0.         12.        ]]",[0.45436433 0.33113374 0.1704851 ],[ 0.08868727 -0.11074338  0.00763563],[-0.02773321 -0.13398249  0.05793853],"[[0.01308567]
 [0.99991034]
 [0.00284074]]",[2.27996094]
2448,"[[12.52441646  1.01467694 -1.3246134 ]
 [ 1.01467694 59.94914897  1.16516351]
 [-1.3246134   1.16516351 15.64805705]]","[[60.          0.          0.        ]
 [ 0.         16.12162249  0.        ]
 [ 0.          0.         12.        ]]",[0.45572482 0.32944998 0.17062259],[ 0.09199052 -0.11309774  0.00962768],[-0.02673997 -0.13208798  0.06102795],"[[0.02064564]
 [0.99945803]
 [0.02564002]]",[2.24884865]
2449,"[[12.51929764  1.01414026 -1.33637748]
 [ 1.01414026 59.95446914  1.05605848]
 [-1.33637748  1.05605848 15.7313881 ]]","[[60.          0.          0.        ]
 [ 0.         16.20515488  0.        ]
 [ 0.          0.         12.        ]]",[0.45703448 0.32783266 0.1707773 ],[ 0.08409194 -0.10112039  0.01187059],[-0.0265962  -0.13159726  0.0620918 ],"[[0.02069514]
 [0.99951617]
 [0.02321941]]",[2.18681894]
2450,"[[12.5389219   1.01766031 -1.32328617]
 [ 1.01766031 59.96162591  0.88630595]
 [-1.32328617  0.88630595 15.49813008]]","[[60.          0.          0.        ]
 [ 0.         15.99867789  0.        ]
 [ 0.          0.         12.        ]]",[0.45819716 0.3264296  0.17096298],[ 0.08080463 -0.09824982  0.01232863],[-0.02731871 -0.13305043  0.06108958],"[[0.02089558]
 [0.99959562]
 [0.01928676]]",[2.14328953]
2451,"[[12.54089669  0.93557805 -1.3071243 ]
 [ 0.93557805 59.97678495  0.48730678]
 [-1.3071243   0.48730678 15.32169933]]","[[60.          0.          0.        ]
 [ 0.         15.83938097  0.        ]
 [ 0.          0.         12.        ]]",[0.45895991 0.32546307 0.17105962],[ 0.08576412 -0.10671001  0.01138186],[-0.02724045 -0.13298821  0.06073835],"[[0.0194239 ]
 [0.99975791]
 [0.0103361 ]]",[2.11267475]
2452,"[[12.52530519  0.96743666 -1.29858205]
 [ 0.96743666 59.97908204  0.25815799]
 [-1.29858205  0.25815799 15.36214087]]","[[60.         0.         0.       ]
 [ 0.        15.8665281  0.       ]
 [ 0.         0.        12.       ]]",[0.46039124 0.32357018 0.17121351],[ 0.09083459 -0.120649    0.01054291],[-0.02678792 -0.13183487  0.06148924],"[[0.02023144]
 [0.99978183]
 [0.00519356]]",[2.07234661]
2453,"[[12.50497806  0.91494523 -1.30693771]
 [ 0.91494523 59.98115994  0.2574811 ]
 [-1.30693771  0.2574811  15.53129805]]","[[60.          0.          0.        ]
 [ 0.         16.01743605  0.        ]
 [ 0.          0.         12.        ]]",[0.46227939 0.32112751 0.17144243],[ 0.08835649 -0.11235486  0.01073626],[-0.02604    -0.13064075  0.06266409],"[[0.0191164]
 [0.9998036]
 [0.0052272]]",[2.01811229]
2454,"[[12.4962459   0.94293347 -1.30593389]
 [ 0.94293347 59.98068176  0.18927089]
 [-1.30593389  0.18927089 15.59115552]]","[[60.          0.          0.        ]
 [ 0.         16.06808319  0.        ]
 [ 0.          0.         12.        ]]",[0.46313237 0.32006252 0.17155856],[ 0.08432723 -0.10472734  0.01126846],[-0.02580761 -0.1300177   0.06323361],"[[0.01974448]
 [0.99979828]
 [0.00368052]]",[1.99451418]
2455,"[[12.46858455  0.94823847 -1.31227328]
 [ 0.94823847 59.98061528  0.16980933]
 [-1.31227328  0.16980933 15.84833056]]","[[60.          0.          0.        ]
 [ 0.         16.29753039  0.        ]
 [ 0.          0.         12.        ]]",[0.46489981 0.31785766 0.17178324],[ 0.08173482 -0.10268779  0.00957022],[-0.02493958 -0.12836556  0.06506532],"[[0.01985581]
 [0.99979755]
 [0.00325511]]",[1.93864816]
2456,"[[12.44577389  0.94422471 -1.31587695]
 [ 0.94422471 59.98097309  0.13671521]
 [-1.31587695  0.13671521 16.07026569]]","[[60.          0.          0.        ]
 [ 0.         16.49701268  0.        ]
 [ 0.          0.         12.        ]]",[0.46587704 0.316677   0.17192778],[ 0.08080024 -0.09577679  0.01284273],[-0.02419305 -0.12691148  0.06660361],"[[0.0197821 ]
 [0.99980114]
 [0.00251896]]",[1.90500479]
2457,"[[12.46961473  0.62999875 -1.38094109]
 [ 0.62999875 59.9907611   0.21559376]
 [-1.38094109  0.21559376 16.15149668]]","[[60.         0.         0.       ]
 [ 0.        16.6118725  0.       ]
 [ 0.         0.        12.       ]]",[0.46718208 0.31511871 0.17214623],[ 0.08225756 -0.10173606  0.01286294],[-0.02420203 -0.12686626  0.06702704],"[[0.01312255]
 [0.99990376]
 [0.00450304]]",[1.86025621]
2458,"[[12.44663103  0.63023689 -1.38422173]
 [ 0.63023689 59.99066819  0.22488688]
 [-1.38422173  0.22488688 16.39077685]]","[[60.          0.          0.        ]
 [ 0.         16.82807606  0.        ]
 [ 0.          0.         12.        ]]",[0.46898316 0.31275651 0.17237682],[ 0.08641016 -0.11888034  0.00884925],[-0.02350396 -0.12558708  0.06857078],"[[0.01311399]
 [0.99990277]
 [0.00474011]]",[1.80909355]
2459,"[[12.43203051  0.63298779 -1.38059642]
 [ 0.63298779 59.99099924  0.17677992]
 [-1.38059642  0.17677992 16.51463107]]","[[60.          0.          0.        ]
 [ 0.         16.93766081  0.        ]
 [ 0.          0.         12.        ]]",[0.46996783 0.31141832 0.17250933],[ 0.09098509 -0.12440931  0.01169656],[-0.02306357 -0.1247633   0.06945029],"[[0.01319995]
 [0.99990623]
 [0.00364581]]",[1.7800737]
2460,"[[12.39843424  0.63252536 -1.37216766]
 [ 0.63252536 59.99076822  0.20704046]
 [-1.37216766  0.20704046 16.84670866]]","[[60.          0.          0.        ]
 [ 0.         17.23591112  0.        ]
 [ 0.          0.         12.        ]]",[0.47195897 0.30879113 0.17282155],[ 0.08505953 -0.10859708  0.01431371],[-0.02204157 -0.12313541  0.07143413],"[[0.01316041]
 [0.99990381]
 [0.00437886]]",[1.71721088]
2461,"[[12.36556608  0.63006183 -1.35209071]
 [ 0.63006183 59.99104017  0.18161698]
 [-1.35209071  0.18161698 17.13539988]]","[[60.          0.          0.        ]
 [ 0.         17.49200613  0.        ]
 [ 0.          0.         12.        ]]",[0.47325796 0.30716655 0.1730498 ],[ 0.07647    -0.09633506  0.01303339],[-0.02101471 -0.12155423  0.0731554 ],"[[0.01311728]
 [0.99990666]
 [0.00382283]]",[1.6748291]
2462,"[[12.36553446  0.38956322 -1.42744263]
 [ 0.38956322 59.98283486  0.78038953]
 [-1.42744263  0.78038953 17.68565404]]","[[60.          0.          0.        ]
 [ 0.         18.03402336  0.        ]
 [ 0.          0.         12.        ]]",[0.47436899 0.30585109 0.17325592],[ 0.07866643 -0.0923082   0.01425867],[-0.02043478 -0.12082211  0.07500706],"[[0.00763175]
 [0.99980557]
 [0.01818163]]",[1.64282824]
2463,"[[12.32297242  0.68039948 -1.35672501]
 [ 0.68039948 59.9762656   0.78662867]
 [-1.35672501  0.78662867 17.98468539]]","[[60.          0.          0.        ]
 [ 0.         18.28392341  0.        ]
 [ 0.          0.         12.        ]]",[0.47609941 0.30388808 0.1735879 ],[ 0.08509342 -0.09634069  0.01496353],[-0.01973822 -0.11964821  0.07680181],"[[0.01374728]
 [0.99973851]
 [0.01827362]]",[1.59323329]
2464,"[[12.32056365  0.88110878 -1.33271239]
 [ 0.88110878 59.96450937  0.92238708]
 [-1.33271239  0.92238708 18.00231992]]","[[60.          0.          0.        ]
 [ 0.         18.28739294  0.        ]
 [ 0.          0.         12.        ]]",[0.47745436 0.30232338 0.17382006],[ 0.08823296 -0.1009639   0.01584079],[-0.02004883 -0.12024199  0.07679286],"[[0.01787487]
 [0.99961147]
 [0.02138705]]",[1.57241596]
2465,"[[12.30056534  1.0747277  -1.27903475]
 [ 1.0747277  59.9572835   0.90866721]
 [-1.27903475  0.90866721 18.12410287]]","[[60.         0.         0.       ]
 [ 0.        18.3819517  0.       ]
 [ 0.         0.        12.       ]]",[0.47841194 0.30118327 0.17397762],[ 0.08702057 -0.10224159  0.0159735 ],[-0.01965436 -0.11964408  0.077503  ],"[[0.02195724]
 [0.99953795]
 [0.02101837]]",[1.55218866]
2466,"[[12.26473035  1.45199034 -1.16037142]
 [ 1.45199034 59.93671788  0.92657857]
 [-1.16037142  0.92657857 18.4160227 ]]","[[60.          0.          0.        ]
 [ 0.         18.61747093  0.        ]
 [ 0.          0.         12.        ]]",[0.48001452 0.29920463 0.17426777],[ 0.09021884 -0.11575722  0.01519496],[-0.01869899 -0.11844629  0.07906417],"[[0.02987598]
 [0.99932379]
 [0.02143337]]",[1.50900593]
2467,"[[12.24310676  1.73300746 -1.06112554]
 [ 1.73300746 59.91844414  0.91680905]
 [-1.06112554  0.91680905 18.65416725]]","[[60.          0.          0.        ]
 [ 0.         18.81571816  0.        ]
 [ 0.          0.         12.        ]]",[0.48115058 0.29775419 0.174486  ],[ 0.08570616 -0.10747233  0.01807374],[-0.01786782 -0.1174287   0.08036172],"[[0.03578482]
 [0.99913385]
 [0.02123655]]",[1.47445683]
2468,"[[12.20252357  1.97812205 -0.90629676]
 [ 1.97812205 59.90751096  0.69537043]
 [-0.90629676  0.69537043 19.24443544]]","[[60.          0.          0.        ]
 [ 0.         19.35446997  0.        ]
 [ 0.          0.         12.        ]]",[0.48208117 0.2966015  0.1746933 ],[ 0.08576255 -0.10648579  0.01940518],[-0.01572885 -0.11401354  0.08361807],"[[0.04103934]
 [0.99902728]
 [0.01613277]]",[1.43770543]
2469,"[[12.19254657  2.3230735  -0.7489062 ]
 [ 2.3230735  59.87645325  0.69199523]
 [-0.7489062   0.69199523 19.68020645]]","[[60.          0.          0.        ]
 [ 0.         19.74920626  0.        ]
 [ 0.          0.         12.        ]]",[0.48342354 0.29493138 0.17498888],[ 0.08416388 -0.10495851  0.0188454 ],[-0.01436606 -0.1123235   0.08577335],"[[0.04827476]
 [0.998702  ]
 [0.01624373]]",[1.39306165]
2470,"[[12.20686109  2.61436282 -0.66621185]
 [ 2.61436282 59.84618211  0.69586141]
 [-0.66621185  0.69586141 19.75810219]]","[[60.         0.         0.       ]
 [ 0.        19.8111454  0.       ]
 [ 0.         0.        12.       ]]",[0.48457243 0.29347315 0.17523732],[ 0.0892168  -0.11406806  0.01791339],[-0.01412932 -0.11226849  0.08632656],"[[0.05438524]
 [0.99838593]
 [0.0163637 ]]",[1.35607717]
2471,"[[12.21937191  2.93825479 -0.4942867 ]
 [ 2.93825479 59.78965281  1.11667401]
 [-0.4942867   1.11667401 20.2108434 ]]","[[60.          0.          0.        ]
 [ 0.         20.21986812  0.        ]
 [ 0.          0.         12.        ]]",[0.48628666 0.29131319 0.17560995],[ 0.08975481 -0.11327221  0.01973584],[-0.01312495 -0.11231817  0.087799  ],"[[0.06107519]
 [0.99776131]
 [0.02724324]]",[1.32893355]
2472,"[[12.24097778  3.20827513 -0.39028363]
 [ 3.20827513 59.758462    1.04191782]
 [-0.39028363  1.04191782 20.3453908 ]]","[[60.          0.          0.        ]
 [ 0.         20.34483059  0.        ]
 [ 0.          0.         12.        ]]",[0.48719971 0.29018479 0.17581487],[ 0.09224764 -0.1122976   0.02144572],[-0.01255327 -0.11179212  0.08875522],"[[0.06679552]
 [0.9974395 ]
 [0.02555014]]",[1.29945597]
2473,"[[12.27442282  3.57004928 -0.20322971]
 [ 3.57004928 59.72253541  0.65517572]
 [-0.20322971  0.65517572 20.66216793]]","[[60.          0.          0.        ]
 [ 0.         20.65912615  0.        ]
 [ 0.          0.         12.        ]]",[0.4881366  0.28904768 0.17603038],[ 0.09146125 -0.11039171  0.02059741],[-0.01088411 -0.10941986  0.09107248],"[[0.07451677]
 [0.99708781]
 [0.01622163]]",[1.25196786]
2474,"[[12.31536395  3.86771317 -0.07127211]
 [ 3.86771317 59.6774695   0.59312012]
 [-0.07127211  0.59312012 20.88478267]]","[[60.          0.          0.        ]
 [ 0.         20.87761612  0.        ]
 [ 0.          0.         12.        ]]",[0.48908201 0.28791658 0.17624545],[ 0.09500608 -0.11154528  0.02192643],[-0.01006559 -0.10855366  0.09229947],"[[0.08081349]
 [0.99661689]
 [0.01496486]]",[1.22231346]
2475,"[[12.37377386  4.21714909  0.09760295]
 [ 4.21714909 59.61992979  0.49945404]
 [ 0.09760295  0.49945404 21.20893397]]","[[60.          0.          0.        ]
 [ 0.         21.20263762  0.        ]
 [ 0.          0.         12.        ]]",[0.49038363 0.28645204 0.17657215],[ 0.09094565 -0.10268446  0.02230832],[-0.00894318 -0.10721567  0.09400896],"[[0.08822071]
 [0.99601551]
 [0.01304616]]",[1.18450782]
2476,"[[12.41998103  4.45370858  0.21474819]
 [ 4.45370858 59.57667575  0.47811502]
 [ 0.21474819  0.47811502 21.43553628]]","[[60.          0.          0.        ]
 [ 0.         21.43219306  0.        ]
 [ 0.          0.         12.        ]]",[0.49138998 0.28538474 0.17685842],[ 0.09172904 -0.09312357  0.02795639],[-0.00823154 -0.10645293  0.09510862],"[[0.09324704]
 [0.99555992]
 [0.01286202]]",[1.1595752]
2477,"[[12.46689551  4.66895013  0.32821608]
 [ 4.66895013 59.53513897  0.45731091]
 [ 0.32821608  0.45731091 21.66654737]]","[[60.          0.          0.        ]
 [ 0.         21.66858185  0.        ]
 [ 0.          0.         12.        ]]",[0.49230174 0.2844261  0.17712624],[ 0.09517658 -0.10158044  0.02623882],[-0.00752951 -0.10568453  0.09621699],"[[0.09783381]
 [0.99512161]
 [0.01270928]]",[1.13706856]
2478,"[[12.52140573  4.89683571  0.44874777]
 [ 4.89683571 59.48882825  0.43667462]
 [ 0.44874777  0.43667462 21.9026224 ]]","[[60.          0.          0.        ]
 [ 0.         21.91285639  0.        ]
 [ 0.          0.         12.        ]]",[0.49323654 0.283395   0.1773817 ],[ 0.09438573 -0.10998925  0.02411749],[-0.00681099 -0.10494417  0.0973636 ],"[[0.10270331]
 [0.9946321 ]
 [0.01261028]]",[1.11349721]
2479,"[[12.60144908  5.19341843  0.62400755]
 [ 5.19341843 59.42488045  0.41071469]
 [ 0.62400755  0.41071469 22.24833043]]","[[60.          0.          0.        ]
 [ 0.         22.27465996  0.        ]
 [ 0.          0.         12.        ]]",[0.49439843 0.28208887 0.1777008 ],[ 0.09741325 -0.10472119  0.02896876],[-0.00572955 -0.10388726  0.09901187],"[[0.10907275]
 [0.9939537 ]
 [0.01261649]]",[1.08443946]
2480,"[[12.69248344  5.48900414  0.82132677]
 [ 5.48900414 59.35570351  0.43144246]
 [ 0.82132677  0.43144246 22.58003793]]","[[60.          0.          0.        ]
 [ 0.         22.62822488  0.        ]
 [ 0.          0.         12.        ]]",[0.4954717  0.28091921 0.17801308],[ 0.09919665 -0.10767603  0.02833639],[-0.00455196 -0.103083    0.1004783 ],"[[0.11548326]
 [0.99321096]
 [0.01398619]]",[1.05816684]
2481,"[[12.80399947  5.71175932  1.17128309]
 [ 5.71175932 59.30453832  0.25081555]
 [ 1.17128309  0.25081555 23.38771212]]","[[60.         0.         0.       ]
 [ 0.        23.4962499  0.       ]
 [ 0.         0.        12.       ]]",[0.49643708 0.27987804 0.17829311],[ 0.09461687 -0.1007459   0.02769425],[-0.00156938 -0.09982934  0.10409832],"[[0.12039918]
 [0.99266841]
 [0.01065211]]",[1.03010783]
2482,"[[12.95539693  6.08506243  1.45057121]
 [ 6.08506243 59.20870078  0.20248623]
 [ 1.45057121  0.20248623 23.86356871]]","[[60.          0.          0.        ]
 [ 0.         24.02766642  0.        ]
 [ 0.          0.         12.        ]]",[0.49767031 0.27851613 0.17866294],[ 0.09348393 -0.10545047  0.02830024],[ 0.00012332 -0.09843079  0.10626315],"[[0.12859571]
 [0.99163918]
 [0.01071856]]",[0.99789833]
2483,"[[13.04360457  6.3462766   1.51596227]
 [ 6.3462766  59.13894626  0.14230864]
 [ 1.51596227  0.14230864 23.8413055 ]]","[[60.          0.          0.        ]
 [ 0.         24.02385632  0.        ]
 [ 0.          0.         12.        ]]",[0.49859848 0.27743643 0.17893366],[ 0.09412074 -0.10766403  0.0285596 ],[ 0.00022525 -0.09861196  0.106508  ],"[[0.13423083]
 [0.99090429]
 [0.00952753]]",[0.97388795]
2484,"[[13.12051123  6.59367059  1.56588441]
 [ 6.59367059 59.06599964  0.26735669]
 [ 1.56588441  0.26735669 23.87333479]]","[[60.          0.          0.        ]
 [ 0.         24.05984566  0.        ]
 [ 0.          0.         12.        ]]",[0.49940729 0.27650253 0.17917746],[ 0.08879362 -0.10067801  0.02815315],[-0.00010821 -0.09928456  0.10663277],"[[0.13970642]
 [0.99010253]
 [0.01338276]]",[0.95831707]
2485,"[[13.20639054  6.78162202  1.69758885]
 [ 6.78162202 59.01069126  0.23541191]
 [ 1.69758885  0.23541191 24.13504353]]","[[60.          0.          0.        ]
 [ 0.         24.35212532  0.        ]
 [ 0.          0.         12.        ]]",[0.50027404 0.27554289 0.17945089],[ 0.08630304 -0.09424455  0.0270315 ],[ 0.00064368 -0.09859022  0.10793324],"[[0.14388788]
 [0.98950454]
 [0.01330557]]",[0.94096175]
2486,"[[13.30088665  6.98124993  1.83424145]
 [ 6.98124993 58.94969787  0.21190951]
 [ 1.83424145  0.21190951 24.36716247]]","[[60.          0.          0.        ]
 [ 0.         24.61774699  0.        ]
 [ 0.          0.         12.        ]]",[0.50110921 0.27467233 0.17972916],[ 0.08326341 -0.08753262  0.02767509],[ 0.00138833 -0.09802981  0.1090728 ],"[[0.14835707]
 [0.98884147]
 [0.01351752]]",[0.92559853]
2487,"[[13.41727067  7.21542714  1.99500208]
 [ 7.21542714 58.87551551  0.18275846]
 [ 1.99500208  0.18275846 24.61762463]]","[[60.          0.          0.        ]
 [ 0.         24.91041081  0.        ]
 [ 0.          0.         12.        ]]",[0.50195377 0.27378673 0.18000297],[ 0.08263801 -0.08872072  0.02625101],[ 0.00225554 -0.09741002  0.11027155],"[[0.15363073]
 [0.98803244]
 [0.01376575]]",[0.90841072]
