,D,eigen_values_obs,pos,vel,des_vel,normals,dists
3767,"[[19.13837397 14.07608609 -2.80871509]
 [14.07608609 39.75648913 -5.53847634]
 [-2.80871509 -5.53847634 13.10513689]]",,[ 0.32657516 -0.29483792  0.11959845],[-0.01361881 -0.08335827  0.01366774],[-0.05380838 -0.1061042   0.02117183],"[[-0.28326632]
 [-0.95903817]
 [ 0.00244781]]",[1.49819849]
3768,"[[18.99199858 13.95407017 -2.84742522]
 [13.95407017 39.84841446 -5.68266295]
 [-2.84742522 -5.68266295 13.15958696]]",,[ 0.32641024 -0.29578436  0.11974209],[-0.01131633 -0.08310134  0.01266779],[-0.05389226 -0.10755386  0.02194711],"[[-0.28026304]
 [-0.95988083]
 [ 0.00902355]]",[1.52480203]
3769,"[[18.78197885 13.77483743 -2.89997507]
 [13.77483743 39.97799141 -5.89012235]
 [-2.89997507 -5.89012235 13.24002973]]",,[ 0.32629891 -0.2965753   0.11987252],[-0.01035838 -0.08704838  0.01583636],[-0.05420515 -0.11009576  0.02317813],"[[-0.26105916]
 [-0.96526221]
 [ 0.01081544]]",[1.57057949]
3770,"[[18.74980628 13.74311794 -2.92572223]
 [13.74311794 39.98203131 -5.95699255]
 [-2.92572223 -5.95699255 13.26816241]]",,[ 0.32620368 -0.2974616   0.12003001],[-0.00928123 -0.09003314  0.01732351],[-0.05448374 -0.11093303  0.02361613],"[[-0.25451085]
 [-0.96700504]
 [ 0.0112022 ]]",[1.59768815]
3771,"[[18.68670233 13.6941725  -2.91186117]
 [13.6941725  40.04526822 -5.96340724]
 [-2.91186117 -5.96340724 13.26802944]]",,[ 0.32613869 -0.29818978  0.12016976],[-0.00972501 -0.08953921  0.01627595],[-0.05433652 -0.11127962  0.02366195],"[[-0.24595027]
 [-0.96927671]
 [ 0.00333451]]",[1.62408926]
3772,"[[18.53707782 13.56889952 -2.91313933]
 [13.56889952 40.16473039 -6.04675299]
 [-2.91313933 -6.04675299 13.29819179]]",,[ 0.32601534 -0.29934557  0.12039952],[-0.00972418 -0.09721106  0.01981041],[-0.05434318 -0.11279921  0.02421713],"[[-0.23921612]
 [-0.9709179 ]
 [ 0.00969975]]",[1.65849893]
3773,"[[18.4030055  13.45140744 -2.92734632]
 [13.45140744 40.25866105 -6.14975702]
 [-2.92734632 -6.14975702 13.33833345]]",,[ 0.32586421 -0.30037359  0.12059554],[-0.01325325 -0.10205047  0.01831472],[-0.05418497 -0.11383156  0.02477246],"[[-0.23629936]
 [-0.97165043]
 [ 0.00761968]]",[1.68295364]
3774,"[[18.32674429 13.38256178 -2.93975192]
 [13.38256178 40.30728596 -6.21827118]
 [-2.93975192 -6.21827118 13.36596975]]",,[ 0.32575149 -0.30144452  0.12083197],[-0.01081895 -0.10769057  0.02417535],[-0.05423635 -0.11472271  0.02520118],"[[-0.2319694 ]
 [-0.97269616]
 [ 0.00723757]]",[1.70978758]
3775,"[[18.31571974 13.37152349 -2.9461762 ]
 [13.37152349 40.30993901 -6.23758904]
 [-2.9461762  -6.23758904 13.37434125]]",,[ 0.32568473 -0.30254191  0.12110109],[-0.00668056 -0.10867488  0.02673507],[-0.05441672 -0.11521007  0.02538448],"[[-0.22551892]
 [-0.97423329]
 [ 0.00327253]]",[1.74010732]
3776,"[[18.34826104 13.40451935 -2.92503676]
 [13.40451935 40.30399349 -6.17629169]
 [-2.92503676 -6.17629169 13.34774547]]",,[ 0.32566655 -0.30365097  0.1213957 ],[ 0.00027377 -0.1079976   0.02826787],[-0.0546136  -0.11531805  0.02516387],"[[-2.17303739e-01]
 [-9.76104031e-01]
 [ 7.75483358e-05]]",[1.77491901]
3777,"[[18.24130176 13.3163707  -2.89953225]
 [13.3163707  40.41165758 -6.18640914]
 [-2.89953225 -6.18640914 13.34704066]]",,[ 0.3256573  -0.30479638  0.12170342],[-0.00385386 -0.11508429  0.02916858],[-0.05442806 -0.11612708  0.02528573],"[[-2.13966588e-01]
 [-9.76840845e-01]
 [-5.12531398e-04]]",[1.80507447]
3778,"[[18.25640997 13.33300323 -2.88428814]
 [13.33300323 40.41389487 -6.14669168]
 [-2.88428814 -6.14669168 13.32969516]]",,[ 0.32562495 -0.30596681  0.12201219],[-0.00731598 -0.12000161  0.03050203],[-0.05460892 -0.11637679  0.02517544],"[[-0.21215455]
 [-0.97723544]
 [-0.00115505]]",[1.83620173]
3779,"[[18.20830135 13.29011288 -2.8859561 ]
 [13.29011288 40.45014931 -6.17796722]
 [-2.8859561  -6.17796722 13.34154934]]",,[ 0.32556006 -0.30713454  0.12231719],[-0.00638517 -0.11697593  0.03180986],[-0.05471146 -0.11712085  0.02543286],"[[-2.11540878e-01]
 [-9.77368883e-01]
 [-7.23647944e-04]]",[1.86701344]
3780,"[[18.17470699 13.25872147 -2.8928792 ]
 [13.25872147 40.46996553 -6.21177323]
 [-2.8928792  -6.21177323 13.35532748]]",,[ 0.32550211 -0.30830754  0.12263968],[-0.00634942 -0.11743522  0.03205185],[-0.05493147 -0.11795233  0.02573565],"[[-2.10567806e-01]
 [-9.77578793e-01]
 [ 9.49625182e-04]]",[1.89697472]
3781,"[[18.14027281 13.22656475 -2.89911298]
 [13.22656475 40.49091894 -6.24488629]
 [-2.89911298 -6.24488629 13.36880825]]",,[ 0.32547767 -0.30946614  0.1229693 ],[-0.0022238  -0.11648992  0.03376874],[-0.05498794 -0.11844777  0.02596241],"[[-0.21078212]
 [-0.9775268 ]
 [-0.00350031]]",[1.92584491]
3782,"[[18.10475109 13.1936502  -2.90355781]
 [13.1936502  40.51425109 -6.27519868]
 [-2.90355781 -6.27519868 13.38099782]]",,[ 0.32549934 -0.31063142  0.12331618],[ 0.0029783  -0.11517948  0.03385969],[-0.05512658 -0.11914012  0.02621945],"[[-0.21045138]
 [-0.97759751]
 [-0.00365044]]",[1.95706427]
3783,"[[18.14153351 13.2212197  -2.92850166]
 [13.2212197  40.46205272 -6.30434791]
 [-2.92850166 -6.30434791 13.39641378]]",,[ 0.32552874 -0.31182869  0.12367507],[ 0.00576033 -0.12006249  0.03778036],[-0.05561453 -0.11972447  0.02651898],"[[-0.21230144]
 [-0.97719169]
 [-0.00495046]]",[1.99023048]
3784,"[[18.12606587 13.2047542  -2.94009438]
 [13.2047542  40.46288907 -6.33738265]
 [-2.94009438 -6.33738265 13.41104505]]",,[ 0.32554147 -0.31307773  0.12404741],[ 0.00115815 -0.12651303  0.03715119],[-0.0558961  -0.12048421  0.02682632],"[[-0.21258387]
 [-0.97713447]
 [-0.00403989]]",[2.0277409]
3785,"[[18.1057575  13.18521744 -2.94568095]
 [13.18521744 40.47311887 -6.36111799]
 [-2.94568095 -6.36111799 13.42112363]]",,[ 0.32552036 -0.31435203  0.12442274],[-0.00014951 -0.12901194  0.03886422],[-0.05611927 -0.12118803  0.02707436],"[[-0.21273679]
 [-0.97710296]
 [-0.00358769]]",[2.0629683]
3786,"[[18.0868318  13.16750329 -2.94843695]
 [13.16750329 40.48495715 -6.37828586]
 [-2.94843695 -6.37828586 13.42821105]]",,[ 0.32545202 -0.31562672  0.12478604],[-0.00918954 -0.12920163  0.03532248],[-0.05643191 -0.12207785  0.02733539],"[[-2.11875232e-01]
 [-9.77296552e-01]
 [ 5.79802665e-04]]",[2.09547097]
3787,"[[18.04487291 13.12843006 -2.95283938]
 [13.12843006 40.51270463 -6.4130621 ]
 [-2.95283938 -6.4130621  13.44242246]]",,[ 0.32538083 -0.31675642  0.12510717],[-0.00870451 -0.12487743  0.03470942],[-0.05661587 -0.12295998  0.02765609],"[[-2.11473150e-01]
 [-9.77383799e-01]
 [ 1.26786694e-04]]",[2.12069879]
3788,"[[18.08252453 13.1654344  -2.94025774]
 [13.1654344  40.49617161 -6.36409606]
 [-2.94025774 -6.36409606 13.42130386]]",,[ 0.32531184 -0.31810646  0.12549032],[-0.00184585 -0.12019175  0.036764  ],[-0.0568549  -0.12306067  0.02748334],"[[-2.09000097e-01]
 [-9.77915383e-01]
 [-6.80745800e-04]]",[2.15693942]
3789,"[[18.07763109 13.1608603  -2.94089713]
 [13.1608603  40.49930196 -6.36839183]
 [-2.94089713 -6.36839183 13.42306694]]",,[ 0.32529965 -0.31935397  0.12587947],[ 0.00038647 -0.12265521  0.03973514],[-0.05708452 -0.12361418  0.02762255],"[[-2.09000097e-01]
 [-9.77915383e-01]
 [-6.80745800e-04]]",[2.18749544]
3790,"[[17.96971897 13.0605035  -2.94882801]
 [13.0605035  40.57366529 -6.45142237]
 [-2.94882801 -6.45142237 13.45661574]]",,[ 0.3252799  -0.32063463  0.12628229],[-0.00111609 -0.12804914  0.04078674],[-0.0571031  -0.12492971  0.02820689],"[[-0.21443547]
 [-0.97672523]
 [ 0.00502542]]",[2.20845619]
3791,"[[18.01062742 13.09385175 -2.9674891 ]
 [13.09385175 40.5243023  -6.46452685]
 [-2.9674891  -6.46452685 13.46507027]]",,[ 0.32523477 -0.32195785  0.12668616],[-0.00782627 -0.13167531  0.03785164],[-0.05756266 -0.12539739  0.02841909],"[[-0.21820833]
 [-0.97585492]
 [ 0.00960737]]",[2.23064194]
3792,"[[18.0184008  13.10230606 -2.96156317]
 [13.10230606 40.52425917 -6.44744482]
 [-2.96156317 -6.44744482 13.45734003]]",,[ 0.32516006 -0.32328721  0.12708722],[-0.00823913 -0.13116577  0.03965053],[-0.05767448 -0.12555972  0.02838073],"[[-0.2151219 ]
 [-0.97657509]
 [ 0.0048653 ]]",[2.26177682]
3793,"[[18.04860925 13.13240522 -2.95028681]
 [13.13240522 40.51235048 -6.40549923]
 [-2.95028681 -6.40549923 13.43904027]]",,[ 0.32509507 -0.32460483  0.12749572],[-0.00680507 -0.13092155  0.04182214],[-0.05787779 -0.12566106  0.02823064],"[[-0.21463513]
 [-0.97668671]
 [ 0.00385184]]",[2.29264556]
3794,"[[18.001601   13.09173583 -2.94021672]
 [13.09173583 40.55797096 -6.41371204]
 [-2.94021672 -6.41371204 13.44042804]]",,[ 0.32503564 -0.32590013  0.12789701],[-0.00726528 -0.12881671  0.04065887],[-0.05784504 -0.12618166  0.0283386 ],"[[-2.08773597e-01]
 [-9.77963834e-01]
 [ 5.69209787e-04]]",[2.33294787]
3795,"[[18.0098125  13.09721919 -2.94928011]
 [13.09721919 40.54284564 -6.42738322]
 [-2.94928011 -6.42738322 13.44734185]]",,[ 0.32500472 -0.3272168   0.128317  ],[-0.00355696 -0.13197175  0.0416814 ],[-0.05838683 -0.12724276  0.02865299],"[[-0.21093863]
 [-0.97743941]
 [ 0.01082132]]",[2.36123156]
3796,"[[18.00991228 13.10204226 -2.92818801]
 [13.10204226 40.56339717 -6.38366108]
 [-2.92818801 -6.38366108 13.42669055]]",,[ 0.32495587 -0.32898702  0.12888336],[-0.00401246 -0.1394155   0.04619562],[-0.05849854 -0.12753104  0.02850203],"[[-0.20823401]
 [-0.97807235]
 [ 0.00361713]]",[2.40462735]
3797,"[[18.06715342 13.15458737 -2.92643189]
 [13.15458737 40.52131089 -6.34498607]
 [-2.92643189 -6.34498607 13.41153569]]",,[ 0.32490765 -0.33009485  0.12924096],[-0.00554288 -0.1360886   0.0439281 ],[-0.05886    -0.12761818  0.02839055],"[[-0.21225106]
 [-0.97718054]
 [ 0.00822722]]",[2.4298856]
3798,"[[18.01195538 13.10607511 -2.91848958]
 [13.10607511 40.57127073 -6.36231329]
 [-2.91848958 -6.36231329 13.41677389]]",,[ 0.32482652 -0.33134547  0.12964139],[-0.01105001 -0.13601001  0.04186782],[-0.05884734 -0.12828732  0.0285673 ],"[[-0.20806573]
 [-0.97810645]
 [ 0.00405127]]",[2.46542499]
3799,"[[17.97103352 13.06863756 -2.91799207]
 [13.06863756 40.60296918 -6.38652934]
 [-2.91799207 -6.38652934 13.42599731]]",,[ 0.32467797 -0.33311803  0.13020014],[-0.0113062  -0.13351584  0.04072875],[-0.05902481 -0.129186    0.02884491],"[[-0.21256856]
 [-0.97712662]
 [ 0.00617832]]",[2.5010993]
3800,"[[17.99820661 13.09311062 -2.9201729 ]
 [13.09311062 40.5801335  -6.37426305]
 [-2.9201729  -6.37426305 13.42165989]]",,[ 0.32458389 -0.33430075  0.13057563],[-0.00885317 -0.13091406  0.04263959],[-0.0593421  -0.12953416  0.02889017],"[[-0.21391076]
 [-0.97679494]
 [ 0.01066928]]",[2.52664961]
3801,"[[18.06297736 13.15109573 -2.92509345]
 [13.15109573 40.52580646 -6.34476788]
 [-2.92509345 -6.34476788 13.41121617]]",,[ 0.32448581 -0.33558772  0.13097676],[-0.00938405 -0.12653064  0.04049142],[-0.05971242 -0.12952115  0.02880836],"[[-0.21477538]
 [-0.97660183]
 [ 0.01097245]]",[2.56040593]
3802,"[[18.05964073 13.14800841 -2.9253539 ]
 [13.14800841 40.52811458 -6.34733632]
 [-2.9253539  -6.34733632 13.41224469]]",,[ 0.3244254  -0.3366272   0.13131743],[-0.00484358 -0.13168101  0.04538824],[-0.05987216 -0.12990864  0.0289039 ],"[[-0.21565754]
 [-0.97638631]
 [ 0.01271182]]",[2.58804705]
3803,"[[18.05056393 13.14068618 -2.92118886]
 [13.14068618 40.53909739 -6.34427246]
 [-2.92118886 -6.34427246 13.41033868]]",,[ 0.32432646 -0.33836646  0.13189212],[-0.0068131  -0.13501353  0.04443262],[-0.06011307 -0.13055428  0.02902236],"[[-0.21605475]
 [-0.97628479]
 [ 0.01372391]]",[2.63375638]
3804,"[[18.05344566 13.14425924 -2.91689709]
 [13.14425924 40.54102613 -6.33365749]
 [-2.91689709 -6.33365749 13.40552821]]",,[ 0.32427102 -0.3394551   0.13225274],[-0.00611807 -0.13777596  0.04505689],[-0.06035812 -0.13105969  0.029084  ],"[[-0.21341385]
 [-0.97682715]
 [ 0.01622511]]",[2.66587664]
3805,"[[18.05706171 13.1476624  -2.91636737]
 [13.1476624  40.53875933 -6.33036534]
 [-2.91636737 -6.33036534 13.40417896]]",,[ 0.32418507 -0.34067872  0.13264136],[-0.00977874 -0.13356794  0.04096496],[-0.06057649 -0.13148938  0.0291665 ],"[[-0.21322836]
 [-0.97688433]
 [ 0.01518816]]",[2.69588796]
3806,"[[18.04387071 13.13614026 -2.9142394 ]
 [13.13614026 40.55093853 -6.33399677]
 [-2.9142394  -6.33399677 13.40519076]]",,[ 0.32408335 -0.34201202  0.13306018],[-0.01115593 -0.13294283  0.04016326],[-0.06072995 -0.13199441  0.02928283],"[[-0.21357074]
 [-0.97681305]
 [ 0.01496026]]",[2.72718614]
3807,"[[18.03537785 13.12893936 -2.91183246]
 [13.12893936 40.55977749 -6.33419692]
 [-2.91183246 -6.33419692 13.40484465]]",,[ 0.32397191 -0.34334933  0.13347742],[-0.01060854 -0.13675892  0.04349648],[-0.06088096 -0.13243619  0.02937267],"[[-0.21364818]
 [-0.97679743]
 [ 0.01487374]]",[2.75863374]
3808,"[[18.00188788 13.10028487 -2.90307457]
 [13.10028487 40.59391361 -6.33652355]
 [-2.90307457 -6.33652355 13.4041985 ]]",,[ 0.32386351 -0.34472417  0.13390945],[-0.01157325 -0.14232401  0.04586677],[-0.06082741 -0.13276763  0.02942183],"[[-0.21232855]
 [-0.97717202]
 [ 0.00717153]]",[2.79459165]
3809,"[[17.87493146 12.98998909 -2.87104447]
 [12.98998909 40.72200599 -6.34813131]
 [-2.87104447 -6.34813131 13.40306256]]",,[ 0.32357393 -0.34768638  0.13483328],[-0.01865979 -0.14082058  0.04118265],[-0.06057271 -0.13393158  0.02960153],"[[-2.09008062e-01]
 [-9.77913580e-01]
 [ 8.12525395e-04]]",[2.87409437]
3810,"[[17.91898722 13.0274421  -2.88701968]
 [13.0274421  40.67285251 -6.35420897]
 [-2.88701968 -6.35420897 13.40816026]]",,[ 0.32340453 -0.34896009  0.13521846],[-0.01878303 -0.14103934  0.04212983],[-0.06093076 -0.13410604  0.02971932],"[[-0.22059524]
 [-0.97533018]
 [ 0.00829388]]",[2.89125578]
3811,"[[17.92756754 13.03186926 -2.90288789]
 [13.03186926 40.65081085 -6.38205389]
 [-2.90288789 -6.38205389 13.42162161]]",,[ 0.32309569 -0.35102817  0.13583209],[-0.01654314 -0.13514112  0.0413892 ],[-0.06153503 -0.13528592  0.03013534],"[[-0.20813443]
 [-0.97796993]
 [ 0.01596463]]",[2.95831588]
3812,"[[17.96337525 13.06352897 -2.90927402]
 [13.06352897 40.61731522 -6.37313332]
 [-2.90927402 -6.37313332 13.41930953]]",,[ 0.32295172 -0.3519692   0.136103  ],[-0.0185763  -0.1345721   0.04079614],[-0.06177338 -0.13532242  0.03013657],"[[-0.20403188]
 [-0.97887465]
 [ 0.01324453]]",[2.98820157]
3813,"[[17.97041095 13.06650944 -2.92494758]
 [13.06650944 40.59663604 -6.40137765]
 [-2.92494758 -6.40137765 13.43295301]]",,[ 0.32277667 -0.35318516  0.13645092],[-0.01592282 -0.13430411  0.04040263],[-0.06177488 -0.13519707  0.03026396],"[[-0.21570301]
 [-0.97645374]
 [ 0.00320987]]",[3.00381375]
3814,"[[17.94252795 13.04071881 -2.92523856]
 [13.04071881 40.61750901 -6.41935786]
 [-2.92523856 -6.41935786 13.43996304]]",,[ 0.32253787 -0.3552157   0.13707883],[-0.01524987 -0.13552343  0.04289002],[-0.06190817 -0.13585583  0.0304746 ],"[[-0.21564009]
 [-0.97646711]
 [ 0.00336764]]",[3.05975805]
3815,"[[17.91790777 13.01863287 -2.92202765]
 [13.01863287 40.63931111 -6.42808349]
 [-2.92202765 -6.42808349 13.44278112]]",,[ 0.32238537 -0.35642861  0.1374522 ],[-0.0162642  -0.13453383  0.04180858],[-0.0619381  -0.13625582  0.03058257],"[[-0.21550055]
 [-0.97649736]
 [ 0.00352407]]",[3.09333275]
3816,"[[17.89102141 12.99587221 -2.91203416]
 [12.99587221 40.66950955 -6.42408526]
 [-2.91203416 -6.42408526 13.43946904]]",,[ 0.32224469 -0.35749637  0.13777981],[-0.01740116 -0.13368988  0.04242764],[-0.06213408 -0.13707073  0.03071396],"[[-0.20415276]
 [-0.97887594]
 [ 0.01111483]]",[3.14207942]
3817,"[[17.88617747 12.99276481 -2.90574712]
 [12.99276481 40.67938289 -6.41395694]
 [-2.90574712 -6.41395694 13.43443964]]",,[ 0.32207661 -0.3585521   0.13809176],[-0.01896201 -0.13101038  0.03952843],[-0.06223978 -0.13738405  0.03072505],"[[-0.20345093]
 [-0.97903032]
 [ 0.01036088]]",[3.17040504]
3818,"[[17.86943832 12.97792759 -2.90221791]
 [12.97792759 40.69552338 -6.41710021]
 [-2.90221791 -6.41710021 13.4350383 ]]",,[ 0.32177566 -0.36014956  0.13853817],[-0.02375293 -0.13505744  0.03896797],[-0.0623384  -0.13783656  0.03082401],"[[-0.20374251]
 [-0.97897184]
 [ 0.01015555]]",[3.20992496]
3819,"[[17.85399852 12.963796   -2.90080012]
 [12.963796   40.70858374 -6.42387948]
 [-2.90080012 -6.42387948 13.43741774]]",,[ 0.32154137 -0.36137387  0.13888156],[-0.02456011 -0.13709526  0.04074632],[-0.06240329 -0.13819332  0.03092236],"[[-0.20388929]
 [-0.97894108]
 [ 0.0101744 ]]",[3.23919234]
3820,"[[17.80223147 12.91684714 -2.8930093 ]
 [12.91684714 40.75530577 -6.44037713]
 [-2.8930093  -6.44037713 13.44246276]]",,[ 0.32134802 -0.36247248  0.13919445],[-0.024083   -0.13759247  0.03977611],[-0.06232176 -0.13873985  0.03107381],"[[-0.19688205]
 [-0.98033721]
 [ 0.01328172]]",[3.28116624]
3821,"[[17.75897826 12.87647757 -2.89027889]
 [12.87647757 40.7904672  -6.46236357]
 [-2.89027889 -6.46236357 13.45055454]]",,[ 0.32099352 -0.3644159   0.13973734],[-0.02652652 -0.13681723  0.0375735 ],[-0.06229902 -0.13929414  0.03126623],"[[-0.19734967]
 [-0.98020398]
 [ 0.01591421]]",[3.33292058]
3822,"[[17.7222953  12.83937005 -2.89974897]
 [12.83937005 40.80826915 -6.50629654]
 [-2.89974897 -6.50629654 13.46943554]]",,[ 0.3208109  -0.36539666  0.14000838],[-0.0278361  -0.13999613  0.03708863],[-0.06237682 -0.13995766  0.03160919],"[[-0.20474532]
 [-0.97866298]
 [ 0.01726624]]",[3.32943987]
3823,"[[17.86463074 12.97168225 -2.91002962]
 [12.97168225 40.69141265 -6.43654839]
 [-2.91002962 -6.43654839 13.44395662]]",,[ 0.32055226 -0.36665678  0.14034328],[-0.02520369 -0.14133792  0.03849421],[-0.06289134 -0.13910621  0.03120668],"[[-0.20865669]
 [-0.97794801]
 [ 0.00894871]]",[3.35299895]
3824,"[[17.83061536 12.93772002 -2.9191571 ]
 [12.93772002 40.70787884 -6.4774016 ]
 [-2.9191571  -6.4774016  13.4615058 ]]",,[ 0.31998562 -0.36913153  0.14096615],[-0.0326417  -0.13538332  0.03122991],[-0.06300958 -0.13981377  0.03154639],"[[-0.20894479]
 [-0.97788835]
 [ 0.00874308]]",[3.42601139]
3825,"[[17.81015261 12.91753014 -2.92318933]
 [12.91753014 40.71913974 -6.49903519]
 [-2.92318933 -6.49903519 13.47070764]]",,[ 0.31975992 -0.37007216  0.14119813],[-0.03256147 -0.13494426  0.03371411],[-0.0629333  -0.13991762  0.03166284],"[[-0.2155422 ]
 [-0.97646266]
 [ 0.00788874]]",[3.4490914]
3826,"[[17.79799759 12.90530521 -2.92647134]
 [12.90530521 40.7249003  -6.51380158]
 [-2.92647134 -6.51380158 13.47710211]]",,[ 0.31959288 -0.3708715   0.14140653],[-0.02634277 -0.1323372   0.0355468 ],[-0.06293819 -0.14008916  0.03176732],"[[-0.21797182]
 [-0.97591272]
 [ 0.00909072]]",[3.47104422]
3827,"[[17.78523051 12.89327041 -2.92625775]
 [12.89327041 40.73462373 -6.52161265]
 [-2.92625775 -6.52161265 13.48014576]]",,[ 0.31938168 -0.37194369  0.14169412],[-0.0260913  -0.13352705  0.03579662],[-0.06297469 -0.14034872  0.03185356],"[[-0.21797182]
 [-0.97591272]
 [ 0.00909072]]",[3.49841962]
3828,"[[17.76411592 12.87348393 -2.92515852]
 [12.87348393 40.75143226 -6.53300206]
 [-2.92515852 -6.53300206 13.48445182]]",,[ 0.31909938 -0.37342047  0.14210307],[-0.02840152 -0.13410757  0.03641107],[-0.06300445 -0.14071312  0.03197333],"[[-0.21875566]
 [-0.97572923]
 [ 0.00992119]]",[3.53433286]
3829,"[[17.73510064 12.84611255 -2.9239761 ]
 [12.84611255 40.77414327 -6.54944496]
 [-2.9239761  -6.54944496 13.49075609]]",,[ 0.31878985 -0.37477807  0.14246218],[-0.03257433 -0.135542    0.03537638],[-0.06298967 -0.14109124  0.03211457],"[[-0.21873265]
 [-0.9757382 ]
 [ 0.00953925]]",[3.565518]
3830,"[[17.69179773 12.80593174 -2.91826476]
 [12.80593174 40.81196687 -6.56578134]
 [-2.91826476 -6.56578134 13.49623539]]",,[ 0.31841384 -0.37614267  0.14280471],[-0.03784261 -0.13631769  0.03550347],[-0.06289562 -0.14150837  0.03224747],"[[-0.21870352]
 [-0.97572902]
 [ 0.01102917]]",[3.59458051]
3831,"[[17.65489231 12.77183222 -2.91180663]
 [12.77183222 40.84576564 -6.57644809]
 [-2.91180663 -6.57644809 13.49934205]]",,[ 0.31799449 -0.37750583  0.1431306 ],[-0.03976188 -0.13080061  0.03133469],[-0.06276858 -0.14176571  0.03232068],"[[-0.21880135]
 [-0.97570645]
 [ 0.0110854 ]]",[3.62390489]
3832,"[[17.63097996 12.74998642 -2.90606085]
 [12.74998642 40.8692474  -6.58006894]
 [-2.90606085 -6.58006894 13.49977263]]",,[ 0.31760802 -0.378847    0.14347277],[-0.04022577 -0.13774612  0.0351002 ],[-0.06269688 -0.14196185  0.03235688],"[[-0.21874601]
 [-0.97571974]
 [ 0.01100799]]",[3.65651317]
3833,"[[17.60387831 12.72456175 -2.90201574]
 [12.72456175 40.89328832 -6.58952183]
 [-2.90201574 -6.58952183 13.50283338]]",,[ 0.31722724 -0.3801906   0.14381644],[-0.03512327 -0.13499553  0.03757914],[-0.06263017 -0.14221248  0.03243356],"[[-0.21929686]
 [-0.9755934 ]
 [ 0.01124333]]",[3.69135114]
3834,"[[17.56798236 12.69066616 -2.8968828 ]
 [12.69066616 40.92484154 -6.60263809]
 [-2.8968828  -6.60263809 13.5071761 ]]",,[ 0.31685685 -0.38153726  0.14416798],[-0.04022145 -0.13705066  0.03525089],[-0.06255358 -0.14257347  0.03254507],"[[-0.21879636]
 [-0.9757119 ]
 [ 0.01069769]]",[3.7290959]
3835,"[[17.52286606 12.6471193  -2.89335478]
 [12.6471193  40.96134453 -6.62565464]
 [-2.89335478 -6.62565464 13.51578941]]",,[ 0.31647401 -0.38288147  0.14450207],[-0.03709384 -0.13499225  0.03429242],[-0.06243521 -0.14297387  0.03270896],"[[-0.21744811]
 [-0.97602833]
 [ 0.00922013]]",[3.76990694]
3836,"[[17.46540285 12.59190563 -2.8857905 ]
 [12.59190563 41.01086925 -6.64865934]
 [-2.8857905  -6.64865934 13.5237279 ]]",,[ 0.31606115 -0.38423762  0.14483225],[-0.04169878 -0.134729    0.03246641],[-0.06224766 -0.14341426  0.03286742],"[[-0.2165198 ]
 [-0.97620825]
 [ 0.01168916]]",[3.81303905]
3837,"[[17.42693957 12.5549184  -2.87961375]
 [12.5549184  41.04509513 -6.66182389]
 [-2.87961375 -6.66182389 13.5279653 ]]",,[ 0.31572131 -0.38529861  0.14507484],[-0.0456712  -0.13085826  0.02733524],[-0.06209435 -0.14365179  0.03294818],"[[-0.21914278]
 [-0.9755672 ]
 [ 0.01565523]]",[3.84079678]
3838,"[[17.392026   12.51958758 -2.88078435]
 [12.51958758 41.06886449 -6.68880899]
 [-2.88078435 -6.68880899 13.53910951]]",,[ 0.31519267 -0.38698375  0.14543815],[-0.03877207 -0.12959519  0.0288066 ],[-0.06205763 -0.14408979  0.03315537],"[[-0.22134203]
 [-0.97492687]
 [ 0.02291942]]",[3.88134259]
3839,"[[17.36273719 12.4903482  -2.8793733 ]
 [12.4903482  41.09126301 -6.70634675]
 [-2.8793733  -6.70634675 13.5459998 ]]",,[ 0.31486619 -0.38814127  0.14569071],[-0.03606361 -0.12924058  0.02886937],[-0.06197342 -0.14434227  0.03327491],"[[-0.22037328]
 [-0.97513218]
 [ 0.02351284]]",[3.90842385]
3840,"[[17.31543718 12.44366056 -2.87353054]
 [12.44366056 41.1311294  -6.72705509]
 [-2.87353054 -6.72705509 13.55343343]]",,[ 0.31451191 -0.38947562  0.14599734],[-0.0355301  -0.13509877  0.0312535 ],[-0.06179826 -0.14467231  0.0334082 ],"[[-0.21747971]
 [-0.97576071]
 [ 0.02436404]]",[3.94531001]
3841,"[[17.27310186 12.40060305 -2.87247414]
 [12.40060305 41.16214406 -6.75511539]
 [-2.87247414 -6.75511539 13.56475408]]",,[ 0.31410895 -0.39085905  0.14631312],[-0.04062062 -0.13771416  0.03154462],[-0.06167504 -0.14503943  0.03359692],"[[-0.21301632]
 [-0.97679625]
 [ 0.02220663]]",[3.98617356]
3842,"[[17.21033278 12.33594554 -2.87208288]
 [12.33594554 41.20649385 -6.79992229]
 [-2.87208288 -6.79992229 13.58317336]]",,[ 0.3136435  -0.39228517  0.14662018],[-0.04666897 -0.14330445  0.03225149],[-0.06147122 -0.1455388   0.03388468],"[[-0.20697026]
 [-0.9781055 ]
 [ 0.02174705]]",[4.03260772]
3843,"[[17.11934331 12.24168223 -2.86878011]
 [12.24168223 41.27304829 -6.85999987]
 [-2.86878011 -6.85999987 13.6076084 ]]",,[ 0.31305599 -0.3939813   0.14697097],[-0.05073673 -0.14180185  0.02928418],[-0.06112802 -0.14617301  0.03425495],"[[-0.1992239 ]
 [-0.97967858]
 [ 0.02323176]]",[4.0846875]
